time,voltage,current,power
86.804,1.08,4.46,0.0
86.909,1.05,4.832,0.0
87.013,1.051,5.596,0.0
87.117,1.076,5.304,0.0
87.221,1.108,4.458,0.0
87.325,1.108,5.458,0.0
87.43,1.109,4.594,0.0
87.534,1.105,4.746,0.0
87.639,1.104,5.58,0.0
87.743,1.081,4.562,0.0
87.848,1.08,5.468,0.0
87.952,1.082,4.536,0.0
88.057,1.081,5.448,0.0
88.16,1.105,4.528,0.0
88.264,1.133,5.498,0.0
88.369,1.105,4.536,0.0
88.473,1.105,5.458,0.0
88.578,1.105,4.52,0.0
88.682,1.076,5.464,0.0
88.787,1.079,4.632,0.0
88.891,1.077,4.758,0.0
88.996,1.079,5.574,0.0
89.099,1.081,5.262,0.0
89.203,1.082,4.444,0.0
89.308,1.076,5.438,0.0
89.412,1.083,4.988,0.0
89.517,1.082,4.536,0.0
89.621,1.052,5.43,0.0
89.726,1.051,4.522,0.0
89.83,1.05,5.506,0.0
89.935,1.05,4.536,0.0
90.038,1.052,5.466,0.0
90.142,1.107,4.518,0.0
90.247,1.08,5.474,0.0
90.351,1.105,4.536,0.0
90.456,1.081,5.422,0.0
90.56,1.106,4.498,0.0
90.665,1.052,5.478,0.0
90.769,1.078,5.226,0.0
90.874,1.082,4.418,0.0
90.978,1.083,5.428,0.0
91.081,1.107,5.188,0.0
91.186,1.108,4.402,0.0
91.29,1.076,5.402,0.0
91.395,1.089,5.168,0.0
91.499,1.088,4.4,0.0
91.604,1.082,5.39,0.0
91.708,1.078,4.518,0.0
91.813,1.077,5.496,0.0
91.917,1.082,4.532,0.0
92.02,1.106,5.492,0.0
92.125,1.104,4.518,0.0
92.229,1.088,5.494,0.0
92.334,1.082,4.534,0.0
92.438,1.088,5.448,0.0
92.543,1.053,4.522,0.0
92.647,1.052,4.83,0.0
92.752,1.05,5.556,0.0
92.856,1.052,4.558,0.0
92.959,1.051,5.502,0.0
93.064,1.109,5.21,0.0
93.168,1.105,4.534,0.0
93.273,1.107,4.654,0.0
93.377,1.106,5.54,0.0
93.482,1.103,4.518,0.0
93.586,1.078,5.498,0.0
93.691,1.077,4.522,0.0
93.795,1.077,5.484,0.0
93.9,1.079,4.774,0.0
94.003,1.105,5.346,0.0
94.107,1.105,4.43,0.0
94.212,1.107,5.456,0.0
94.316,1.106,4.512,0.0
94.421,1.102,5.486,0.0
94.525,1.081,5.188,0.0
94.63,1.079,4.44,0.0
94.734,1.077,5.462,0.0
94.839,1.08,4.53,0.0
94.942,1.105,5.498,0.0
95.046,1.106,4.758,0.0
95.151,1.106,5.338,0.0
95.255,1.107,4.434,0.0
95.36,1.102,5.446,0.0
95.464,1.081,4.51,0.0
95.569,1.077,5.482,0.0
95.673,1.079,4.518,0.0
95.778,1.079,4.794,0.0
95.881,1.105,5.618,0.0
95.985,1.088,5.26,0.0
96.09,1.09,4.42,0.0
96.194,1.105,5.456,0.0
96.299,1.102,4.692,0.0
96.403,1.077,4.67,0.0
96.508,1.08,5.526,0.0
96.612,1.076,4.574,0.0
96.717,1.075,5.484,0.0
96.82,1.106,4.504,0.0
96.924,1.104,5.498,0.0
97.029,1.109,4.53,0.0
97.133,1.102,5.502,0.0
97.238,1.106,4.518,0.0
97.342,1.081,5.484,0.0
97.447,1.08,4.514,0.0
97.551,1.077,5.42,0.0
97.656,1.079,5.268,0.0
97.759,1.08,4.416,0.0
97.863,1.077,5.424,0.0
97.968,1.105,5.148,0.0
98.072,1.106,4.376,0.0
98.177,1.076,4.762,0.0
98.281,1.104,5.582,0.0
98.386,1.077,4.55,0.0
98.49,1.078,5.482,0.0
98.595,1.078,4.534,0.0
98.699,1.08,5.456,0.0
98.802,1.105,4.87,0.0
98.907,1.106,5.244,0.0
99.011,1.109,4.432,0.0
99.116,1.104,5.452,0.0
99.22,1.108,4.514,0.0
99.325,1.079,5.48,0.0
99.429,1.08,5.212,0.0
99.534,1.082,4.398,0.0
99.638,1.078,5.452,0.0
99.741,1.089,4.52,0.0
99.846,1.077,5.494,0.0
99.95,1.08,4.514,0.0
100.055,1.075,5.49,0.0
100.159,1.102,4.536,0.0
100.264,1.106,5.43,0.0
100.368,1.076,4.522,0.0
100.473,1.08,5.462,0.0
100.577,1.106,4.692,0.0
100.681,1.075,4.72,0.0
100.786,1.057,5.55,0.0
100.89,1.078,5.262,0.0
100.995,1.079,4.458,0.0
101.098,1.053,5.43,0.0
101.203,1.108,5.212,0.0
101.307,1.105,4.404,0.0
101.412,1.108,5.414,0.0
101.516,1.109,4.476,0.0
101.62,1.104,5.462,0.0
101.725,1.08,4.504,0.0
101.829,1.131,4.87,0.0
101.934,1.088,4.836,0.0
102.038,1.051,5.62,0.0
102.143,1.08,4.566,0.0
102.247,1.05,5.5,0.0
102.352,1.075,4.832,0.0
102.456,1.057,4.598,0.0
102.561,1.076,5.544,0.0
102.665,1.062,4.526,0.0
102.769,1.073,5.504,0.0
102.873,1.091,4.524,0.0
102.977,1.076,5.47,0.0
103.082,1.105,4.534,0.0
103.186,1.078,5.426,0.0
103.291,1.105,4.522,0.0
103.395,1.079,5.478,0.0
103.5,1.108,4.46,0.0
103.604,1.088,4.83,0.0
103.708,1.049,5.588,0.0
103.813,1.077,4.614,0.0
103.917,1.051,5.47,0.0
104.022,1.081,5.228,0.0
104.126,1.105,5.112,0.0
104.231,1.077,4.374,0.0
104.335,1.051,5.396,0.0
104.44,1.078,4.518,0.0
104.543,1.051,5.486,0.0
104.647,1.103,4.526,0.0
104.752,1.077,5.35,0.0
104.856,1.106,5.292,0.0
104.961,1.106,4.45,0.0
105.065,1.104,4.766,0.0
105.17,1.079,5.582,0.0
105.274,1.105,4.792,0.0
105.379,1.078,4.666,0.0
105.483,1.074,5.542,0.0
105.587,1.061,4.56,0.0
105.692,1.05,5.478,0.0
105.796,1.079,4.526,0.0
105.901,1.05,5.498,0.0
106.005,1.077,5.202,0.0
106.11,1.081,5.104,0.0
106.214,1.08,4.36,0.0
106.318,1.103,5.412,0.0
106.422,1.106,4.456,0.0
106.526,1.103,4.81,0.0
106.631,1.078,5.546,0.0
106.735,1.083,4.574,0.0
106.84,1.075,5.498,0.0
106.944,1.108,4.528,0.0
107.049,1.081,5.464,0.0
107.153,1.106,4.56,0.0
107.258,1.075,5.502,0.0
107.362,1.079,4.516,0.0
107.467,1.076,5.496,0.0
107.571,1.078,4.532,0.0
107.675,1.075,4.786,0.0
107.78,1.049,5.62,0.0
107.884,1.078,4.574,0.0
107.988,1.049,5.504,0.0
108.092,1.106,4.504,0.0
108.197,1.079,5.382,0.0
108.301,1.103,4.596,0.0
108.406,1.087,5.52,0.0
108.51,1.131,4.56,0.0
108.614,1.105,5.492,0.0
108.719,1.078,4.518,0.0
108.823,1.1,5.006,0.0
108.928,1.076,5.504,0.0
109.032,1.081,4.516,0.0
109.137,1.076,5.49,0.0
109.241,1.051,5.21,0.0
109.346,1.077,5.068,0.0
109.45,1.084,4.34,0.0
109.554,1.076,5.42,0.0
109.658,1.052,4.492,0.0
109.762,1.107,5.466,0.0
109.867,1.078,4.526,0.0
109.971,1.105,5.34,0.0
110.076,1.08,5.296,0.0
110.18,1.108,4.424,0.0
110.285,1.101,4.758,0.0
110.389,1.079,5.558,0.0
110.493,1.103,5.106,0.0
110.598,1.106,4.504,0.0
110.702,1.078,5.466,0.0
110.807,1.107,4.56,0.0
110.911,1.077,5.502,0.0
111.016,1.058,4.504,0.0
111.12,1.051,5.138,0.0
111.225,1.079,5.412,0.0
111.329,1.082,5.19,0.0
111.432,1.061,4.392,0.0
111.537,1.103,5.422,0.0
111.641,1.075,5.086,0.0
111.746,1.108,4.48,0.0
111.85,1.077,5.436,0.0
111.955,1.104,4.518,0.0
112.059,1.079,5.498,0.0
112.164,1.104,4.522,0.0
112.268,1.08,5.018,0.0
112.372,1.104,4.792,0.0
112.477,1.073,5.594,0.0
112.581,1.053,4.602,0.0
112.686,1.077,5.462,0.0
112.79,1.052,5.268,0.0
112.895,1.079,4.39,0.0
112.999,1.06,5.438,0.0
113.104,1.078,4.5,0.0
113.207,1.104,5.492,0.0
113.311,1.104,4.536,0.0
113.416,1.103,5.458,0.0
113.52,1.104,4.514,0.0
113.625,1.102,5.47,0.0
113.729,1.076,4.536,0.0
113.834,1.103,5.448,0.0
113.938,1.087,5.188,0.0
114.043,1.105,4.424,0.0
114.147,1.079,5.454,0.0
114.252,1.079,4.534,0.0
114.356,1.075,5.448,0.0
114.46,1.054,4.518,0.0
114.565,1.079,5.462,0.0
114.669,1.053,4.55,0.0
114.774,1.077,5.486,0.0
114.877,1.077,4.522,0.0
114.982,1.077,5.506,0.0
115.086,1.106,5.21,0.0
115.191,1.106,4.416,0.0
115.295,1.088,5.388,0.0
115.399,1.106,4.518,0.0
115.504,1.107,4.742,0.0
115.608,1.077,4.902,0.0
115.713,1.134,5.656,0.0
115.817,1.049,4.6,0.0
115.922,1.079,5.516,0.0
116.026,1.079,4.544,0.0
116.131,1.05,5.19,0.0
116.235,1.08,5.408,0.0
116.339,1.107,4.492,0.0
116.444,1.078,5.454,0.0
116.547,1.076,5.22,0.0
116.652,1.111,5.044,0.0
116.756,1.106,4.39,0.0
116.861,1.106,5.422,0.0
116.965,1.105,4.534,0.0
117.07,1.106,5.452,0.0
117.174,1.079,4.518,0.0
117.278,1.103,4.788,0.0
117.383,1.075,5.622,0.0
117.487,1.104,4.558,0.0
117.592,1.074,4.808,0.0
117.696,1.051,5.544,0.0
117.801,1.076,5.27,0.0
117.905,1.078,4.386,0.0
118.01,1.079,5.464,0.0
118.114,1.051,4.534,0.0
118.219,1.078,5.46,0.0
118.322,1.051,4.632,0.0
118.426,1.103,4.716,0.0
118.531,1.076,5.576,0.0
118.635,1.105,5.266,0.0
118.74,1.107,4.424,0.0
118.844,1.108,5.074,0.0
118.949,1.079,5.416,0.0
119.053,1.104,4.484,0.0
119.158,1.076,5.426,0.0
119.262,1.103,4.514,0.0
119.366,1.049,5.502,0.0
119.471,1.077,5.208,0.0
119.575,1.058,4.414,0.0
119.68,1.078,4.708,0.0
119.784,1.075,5.582,0.0
119.889,1.051,4.5,0.0
119.993,1.078,4.83,0.0
120.097,1.051,5.594,0.0
120.201,1.104,4.6,0.0
120.305,1.084,5.508,0.0
120.41,1.101,4.574,0.0
120.514,1.105,5.486,0.0
120.619,1.109,5.216,0.0
120.723,1.107,5.086,0.0
120.828,1.106,4.374,0.0
120.932,1.105,5.408,0.0
121.037,1.107,5.136,0.0
121.141,1.08,4.384,0.0
121.245,1.049,5.446,0.0
121.35,1.076,4.444,0.0
121.454,1.053,5.504,0.0
121.559,1.075,4.91,0.0
121.663,1.077,5.302,0.0
121.768,1.079,4.452,0.0
121.871,1.079,5.446,0.0
121.976,1.1,4.52,0.0
122.08,1.103,4.994,0.0
122.184,1.077,5.484,0.0
122.289,1.104,4.52,0.0
122.393,1.079,5.5,0.0
122.498,1.105,4.518,0.0
122.602,1.1,5.484,0.0
122.707,1.047,4.5,0.0
122.811,1.106,5.498,0.0
122.916,1.078,4.52,0.0
123.02,1.046,5.504,0.0
123.124,1.079,4.526,0.0
123.229,1.049,4.794,0.0
123.333,1.075,5.608,0.0
123.437,1.111,4.552,0.0
123.541,1.105,5.48,0.0
123.646,1.102,4.522,0.0
123.75,1.103,5.468,0.0
123.855,1.108,4.514,0.0
123.959,1.101,5.498,0.0
124.063,1.079,4.498,0.0
124.168,1.135,5.494,0.0
124.272,1.078,4.744,0.0
124.377,1.103,4.612,0.0
124.481,1.051,5.496,0.0
124.586,1.076,4.558,0.0
124.69,1.048,5.5,0.0
124.795,1.08,4.766,0.0
124.899,1.083,5.332,0.0
125.004,1.078,4.484,0.0
125.108,1.076,5.452,0.0
125.212,1.077,4.5,0.0
125.316,1.084,5.476,0.0
125.42,1.103,5.176,0.0
125.525,1.081,4.432,0.0
125.629,1.076,5.444,0.0
125.734,1.077,4.528,0.0
125.838,1.135,4.806,0.0
125.943,1.083,4.952,0.0
126.047,1.074,5.548,0.0
126.151,1.101,4.554,0.0
126.256,1.045,5.498,0.0
126.36,1.076,4.512,0.0
126.465,1.05,5.476,0.0
126.569,1.077,5.226,0.0
126.674,1.077,4.376,0.0
126.778,1.076,5.446,0.0
126.883,1.05,5.212,0.0
126.987,1.076,4.694,0.0
127.09,1.08,4.56,0.0
127.195,1.073,5.486,0.0
127.299,1.107,4.514,0.0
127.404,1.078,5.498,0.0
127.508,1.105,4.512,0.0
127.613,1.076,5.416,0.0
127.717,1.102,5.23,0.0
127.822,1.105,4.45,0.0
127.926,1.104,4.76,0.0
128.03,1.046,5.582,0.0
128.135,1.077,5.26,0.0
128.239,1.075,4.422,0.0
128.344,1.051,5.446,0.0
128.448,1.078,4.52,0.0
128.553,1.046,5.494,0.0
128.657,1.075,4.448,0.0
128.762,1.05,4.828,0.0
128.865,1.076,5.576,0.0
128.969,1.102,5.304,0.0
129.074,1.106,4.426,0.0
129.178,1.079,5.456,0.0
129.283,1.103,5.216,0.0
129.387,1.103,4.412,0.0
129.492,1.103,5.392,0.0
129.596,1.078,4.532,0.0
129.701,1.102,5.458,0.0
129.805,1.112,5.028,0.0
129.91,1.075,4.546,0.0
130.014,1.05,4.774,0.0
130.118,1.048,5.612,0.0
130.223,1.077,4.558,0.0
130.327,1.047,4.792,0.0
130.432,1.074,5.612,0.0
130.535,1.076,4.558,0.0
130.64,1.103,5.47,0.0
130.744,1.102,4.494,0.0
130.849,1.1,5.48,0.0
130.953,1.079,5.216,0.0
131.057,1.104,5.082,0.0
131.162,1.104,4.342,0.0
131.266,1.104,5.38,0.0
131.371,1.077,4.988,0.0
131.475,1.106,4.508,0.0
131.58,1.073,5.498,0.0
131.684,1.078,4.528,0.0
131.789,1.074,5.486,0.0
131.893,1.046,4.506,0.0
131.997,1.076,4.788,0.0
132.102,1.051,4.924,0.0
132.206,1.049,5.636,0.0
132.31,1.073,4.598,0.0
132.414,1.075,5.53,0.0
132.519,1.082,5.256,0.0
132.623,1.103,4.442,0.0
132.728,1.076,5.454,0.0
132.832,1.103,4.518,0.0
132.936,1.081,5.5,0.0
133.041,1.076,5.07,0.0
133.145,1.103,5.172,0.0
133.25,1.109,4.406,0.0
133.354,1.075,5.394,0.0
133.459,1.08,4.516,0.0
133.563,1.05,4.802,0.0
133.668,1.078,5.568,0.0
133.772,1.051,4.54,0.0
133.876,1.108,5.492,0.0
133.98,1.081,4.516,0.0
134.084,1.077,5.48,0.0
134.189,1.102,4.528,0.0
134.293,1.075,5.464,0.0
134.398,1.103,4.568,0.0
134.502,1.076,5.498,0.0
134.607,1.102,5.21,0.0
134.711,1.103,4.4,0.0
134.815,1.048,5.406,0.0
134.92,1.074,4.464,0.0
135.024,1.046,5.478,0.0
135.129,1.078,4.52,0.0
135.233,1.053,5.5,0.0
135.338,1.075,4.516,0.0
135.442,1.075,5.47,0.0
135.547,1.074,4.522,0.0
135.65,1.072,5.236,0.0
135.755,1.101,5.366,0.0
135.859,1.081,4.48,0.0
135.963,1.102,5.454,0.0
136.068,1.076,4.532,0.0
136.172,1.106,5.498,0.0
136.277,1.079,4.514,0.0
136.381,1.076,5.482,0.0
136.486,1.104,4.498,0.0
136.59,1.051,5.482,0.0
136.695,1.074,4.74,0.0
136.799,1.076,4.618,0.0
136.903,1.046,5.514,0.0
137.008,1.075,4.544,0.0
137.112,1.05,5.494,0.0
137.217,1.076,4.5,0.0
137.32,1.05,5.458,0.0
137.425,1.103,4.544,0.0
137.529,1.074,5.492,0.0
137.634,1.103,4.514,0.0
137.738,1.076,5.416,0.0
137.842,1.083,5.262,0.0
137.947,1.102,4.422,0.0
138.051,1.082,5.434,0.0
138.156,1.105,4.524,0.0
138.26,1.1,5.44,0.0
138.365,1.049,4.568,0.0
138.469,1.074,5.48,0.0
138.574,1.055,4.528,0.0
138.678,1.107,5.472,0.0
138.782,1.079,4.712,0.0
138.887,1.076,4.652,0.0
138.991,1.076,5.572,0.0
139.095,1.076,4.564,0.0
139.199,1.104,5.498,0.0
139.304,1.075,4.5,0.0
139.408,1.103,5.48,0.0
139.513,1.075,4.518,0.0
139.617,1.101,5.5,0.0
139.721,1.077,4.514,0.0
139.826,1.101,5.478,0.0
139.93,1.074,5.222,0.0
140.035,1.108,4.41,0.0
140.139,1.077,5.422,0.0
140.244,1.077,5.16,0.0
140.348,1.077,5.068,0.0
140.453,1.077,4.336,0.0
140.557,1.077,5.406,0.0
140.662,1.078,4.488,0.0
140.766,1.08,5.446,0.0
140.869,1.076,4.828,0.0
140.974,1.103,4.59,0.0
141.078,1.074,5.518,0.0
141.183,1.104,4.566,0.0
141.287,1.077,4.786,0.0
141.392,1.101,4.906,0.0
141.496,1.072,5.646,0.0
141.601,1.1,4.588,0.0
141.705,1.102,5.54,0.0
141.809,1.075,4.526,0.0
141.914,1.073,4.906,0.0
142.018,1.054,5.526,0.0
142.123,1.074,4.57,0.0
142.227,1.074,5.47,0.0
142.332,1.077,5.206,0.0
142.436,1.077,5.092,0.0
142.54,1.076,4.372,0.0
142.644,1.1,5.404,0.0
142.748,1.079,4.48,0.0
142.853,1.103,5.446,0.0
142.957,1.077,5.216,0.0
143.062,1.103,4.39,0.0
143.166,1.076,5.432,0.0
143.271,1.103,4.522,0.0
143.375,1.075,4.724,0.0
143.48,1.047,4.958,0.0
143.584,1.073,5.654,0.0
143.688,1.052,4.596,0.0
143.793,1.077,5.524,0.0
143.897,1.049,4.556,0.0
144.002,1.076,4.794,0.0
144.106,1.073,5.604,0.0
144.21,1.074,4.572,0.0
144.314,1.101,5.494,0.0
144.419,1.102,4.666,0.0
144.523,1.104,5.394,0.0
144.627,1.104,4.5,0.0
144.732,1.106,5.49,0.0
144.836,1.077,4.514,0.0
144.941,1.102,5.464,0.0
145.045,1.075,5.25,0.0
145.15,1.106,4.436,0.0
145.254,1.054,5.444,0.0
145.359,1.076,5.206,0.0
145.463,1.076,5.1,0.0
145.567,1.078,4.362,0.0
145.672,1.078,5.408,0.0
145.776,1.109,4.478,0.0
145.881,1.075,5.462,0.0
145.984,1.078,5.122,0.0
146.089,1.104,4.478,0.0
146.193,1.075,5.462,0.0
146.298,1.105,4.51,0.0
146.402,1.075,4.728,0.0
146.507,1.103,4.946,0.0
146.611,1.076,5.64,0.0
146.715,1.103,4.582,0.0
146.82,1.104,5.52,0.0
146.924,1.073,4.57,0.0
147.029,1.077,4.792,0.0
147.133,1.047,5.608,0.0
147.238,1.075,4.562,0.0
147.342,1.074,5.496,0.0
147.447,1.077,4.528,0.0
147.551,1.073,5.498,0.0
147.655,1.076,4.516,0.0
147.759,1.075,5.482,0.0
147.863,1.104,4.512,0.0
147.968,1.075,5.302,0.0
148.072,1.107,5.308,0.0
148.177,1.075,4.468,0.0
148.281,1.1,5.444,0.0
148.386,1.104,4.52,0.0
148.49,1.073,5.474,0.0
148.594,1.102,4.532,0.0
148.699,1.05,5.492,0.0
148.803,1.075,4.516,0.0
148.908,1.051,5.494,0.0
149.012,1.075,5.212,0.0
149.117,1.077,4.402,0.0
149.221,1.11,5.418,0.0
149.326,1.076,4.482,0.0
149.43,1.075,5.438,0.0
149.533,1.078,4.522,0.0
149.638,1.137,5.498,0.0
149.742,1.077,4.512,0.0
149.847,1.104,5.464,0.0
149.951,1.076,4.692,0.0
150.056,1.105,4.706,0.0
150.16,1.082,5.55,0.0
150.265,1.075,4.558,0.0
150.369,1.102,5.462,0.0
150.473,1.046,4.542,0.0
150.578,1.075,5.488,0.0
150.682,1.054,4.514,0.0
150.787,1.108,5.502,0.0
150.891,1.077,4.532,0.0
150.996,1.048,4.804,0.0
151.1,1.075,5.566,0.0
151.204,1.05,4.556,0.0
151.308,1.101,5.474,0.0
151.412,1.08,4.516,0.0
151.517,1.105,5.498,0.0
151.621,1.079,4.504,0.0
151.726,1.099,5.502,0.0
151.83,1.08,4.53,0.0
151.935,1.073,5.502,0.0
152.039,1.103,5.198,0.0
152.144,1.078,4.432,0.0
152.248,1.073,5.448,0.0
152.353,1.053,4.512,0.0
152.457,1.077,5.458,0.0
152.561,1.047,4.568,0.0
152.666,1.074,5.464,0.0
152.77,1.05,4.56,0.0
152.875,1.109,5.494,0.0
152.978,1.079,5.226,0.0
153.083,1.105,4.408,0.0
153.187,1.101,5.418,0.0
153.292,1.11,4.476,0.0
153.396,1.077,5.458,0.0
153.5,1.104,5.22,0.0
153.605,1.105,5.088,0.0
153.709,1.105,4.374,0.0
153.814,1.102,5.396,0.0
153.918,1.049,5.07,0.0
154.023,1.076,4.464,0.0
154.127,1.077,5.472,0.0
154.232,1.076,4.496,0.0
154.336,1.076,5.494,0.0
154.44,1.075,4.714,0.0
154.545,1.077,5.364,0.0
154.649,1.079,4.464,0.0
154.753,1.05,5.496,0.0
154.857,1.102,4.554,0.0
154.962,1.076,4.736,0.0
155.066,1.077,5.562,0.0
155.171,1.077,4.57,0.0
155.275,1.137,5.49,0.0
155.379,1.075,4.476,0.0
155.484,1.076,4.782,0.0
155.588,1.103,4.91,0.0
155.693,1.047,5.66,0.0
155.797,1.077,4.6,0.0
155.902,1.049,4.846,0.0
156.006,1.077,5.616,0.0
156.111,1.078,4.554,0.0
156.215,1.108,5.458,0.0
156.319,1.077,4.556,0.0
156.424,1.112,4.792,0.0
156.527,1.044,5.606,0.0
156.632,1.102,5.26,0.0
156.736,1.078,4.448,0.0
156.841,1.102,5.156,0.0
156.945,1.076,5.348,0.0
157.05,1.102,4.488,0.0
157.154,1.075,5.426,0.0
157.259,1.104,4.528,0.0
157.363,1.072,5.258,0.0
157.467,1.101,5.384,0.0
157.572,1.114,4.456,0.0
157.676,1.078,4.802,0.0
157.781,1.046,5.544,0.0
157.885,1.074,5.25,0.0
157.99,1.049,4.418,0.0
158.094,1.076,5.432,0.0
158.199,1.077,4.532,0.0
158.303,1.108,5.48,0.0
158.406,1.08,5.19,0.0
158.511,1.103,4.44,0.0
158.615,1.105,5.446,0.0
158.72,1.077,5.208,0.0
158.824,1.105,5.072,0.0
158.929,1.079,4.354,0.0
159.033,1.138,5.412,0.0
159.138,1.08,4.474,0.0
159.242,1.074,5.446,0.0
159.346,1.077,5.218,0.0
159.451,1.076,4.402,0.0
159.555,1.078,5.408,0.0
159.66,1.079,5.168,0.0
159.764,1.078,5.09,0.0
159.869,1.079,4.37,0.0
159.973,1.076,5.414,0.0
160.077,1.077,4.492,0.0
160.181,1.102,5.418,0.0
160.285,1.074,5.192,0.0
160.39,1.103,4.438,0.0
160.494,1.077,5.454,0.0
160.599,1.106,4.51,0.0
160.703,1.073,5.382,0.0
160.808,1.103,4.58,0.0
160.912,1.08,5.522,0.0
161.017,1.106,4.534,0.0
161.121,1.075,5.472,0.0
161.225,1.076,5.116,0.0
161.33,1.075,4.484,0.0
161.434,1.047,5.456,0.0
161.539,1.08,4.526,0.0
161.643,1.05,5.494,0.0
161.748,1.077,4.518,0.0
161.851,1.05,5.502,0.0
161.956,1.104,4.518,0.0
162.06,1.075,5.494,0.0
162.164,1.104,5.094,0.0
162.269,1.079,4.474,0.0
162.373,1.103,5.418,0.0
162.478,1.076,4.532,0.0
162.582,1.135,5.476,0.0
162.687,1.076,5.082,0.0
162.791,1.104,5.176,0.0
162.896,1.11,4.39,0.0
163.0,1.075,5.444,0.0
163.105,1.074,5.008,0.0
163.209,1.051,4.506,0.0
163.313,1.075,5.49,0.0
163.418,1.077,4.496,0.0
163.522,1.111,5.498,0.0
163.626,1.055,4.95,0.0
163.73,1.102,5.188,0.0
163.835,1.083,4.43,0.0
163.939,1.077,5.458,0.0
164.044,1.085,4.91,0.0
164.148,1.103,4.558,0.0
164.252,1.101,5.476,0.0
164.357,1.079,4.528,0.0
164.461,1.102,5.494,0.0
164.566,1.048,4.83,0.0
164.67,1.075,4.598,0.0
164.775,1.074,4.842,0.0
164.879,1.044,5.616,0.0
164.984,1.077,4.786,0.0
165.088,1.05,4.664,0.0
165.192,1.108,5.564,0.0
165.296,1.049,4.558,0.0
165.4,1.102,5.46,0.0
165.505,1.079,5.028,0.0
165.609,1.106,4.554,0.0
165.714,1.101,5.482,0.0
165.818,1.103,5.226,0.0
165.923,1.109,4.778,0.0
166.027,1.101,4.526,0.0
166.131,1.105,5.486,0.0
166.236,1.051,4.502,0.0
166.34,1.077,5.494,0.0
166.445,1.048,5.092,0.0
166.549,1.076,4.456,0.0
166.654,1.079,5.498,0.0
166.758,1.076,5.226,0.0
166.863,1.076,4.89,0.0
166.966,1.077,4.438,0.0
167.07,1.082,5.42,0.0
167.175,1.104,4.526,0.0
167.279,1.102,5.464,0.0
167.384,1.136,5.222,0.0
167.488,1.083,4.426,0.0
167.593,1.075,5.442,0.0
167.697,1.102,4.532,0.0
167.802,1.073,5.146,0.0
167.906,1.102,4.714,0.0
168.011,1.05,5.574,0.0
168.115,1.075,4.556,0.0
168.219,1.051,5.504,0.0
168.324,1.072,5.2,0.0
168.428,1.079,4.432,0.0
168.533,1.049,5.462,0.0
168.637,1.076,4.502,0.0
168.741,1.049,5.498,0.0
168.845,1.081,4.508,0.0
168.95,1.073,5.498,0.0
169.054,1.106,4.52,0.0
169.158,1.077,5.492,0.0
169.263,1.104,5.212,0.0
169.367,1.105,4.394,0.0
169.472,1.104,5.434,0.0
169.576,1.074,4.496,0.0
169.681,1.101,5.488,0.0
169.785,1.048,4.512,0.0
169.89,1.076,5.472,0.0
169.994,1.073,4.516,0.0
170.098,1.047,5.482,0.0
170.203,1.076,5.2,0.0
170.307,1.077,4.422,0.0
170.412,1.077,5.45,0.0
170.515,1.053,4.532,0.0
170.62,1.103,5.49,0.0
170.724,1.078,5.214,0.0
170.829,1.103,5.072,0.0
170.933,1.103,4.338,0.0
171.037,1.102,5.418,0.0
171.142,1.104,5.152,0.0
171.246,1.106,4.412,0.0
171.351,1.074,5.414,0.0
171.455,1.104,4.482,0.0
171.56,1.049,5.354,0.0
171.664,1.076,5.236,0.0
171.769,1.076,4.434,0.0
171.873,1.073,4.738,0.0
171.977,1.073,5.496,0.0
172.082,1.074,5.294,0.0
172.186,1.077,4.434,0.0
172.291,1.079,5.448,0.0
172.394,1.078,4.518,0.0
172.499,1.135,4.798,0.0
172.603,1.076,5.602,0.0
172.708,1.102,4.536,0.0
172.812,1.077,4.81,0.0
172.916,1.138,5.076,0.0
173.021,1.075,5.534,0.0
173.125,1.099,4.496,0.0
173.23,1.101,5.494,0.0
173.334,1.075,4.52,0.0
173.439,1.074,4.772,0.0
173.543,1.05,5.618,0.0
173.648,1.075,4.55,0.0
173.752,1.047,5.482,0.0
173.857,1.075,4.498,0.0
173.961,1.048,5.488,0.0
174.065,1.077,4.514,0.0
174.169,1.05,5.482,0.0
174.273,1.103,4.594,0.0
174.378,1.076,4.742,0.0
174.482,1.105,5.582,0.0
174.587,1.136,4.56,0.0
174.691,1.1,5.482,0.0
174.796,1.08,5.078,0.0
174.9,1.105,5.176,0.0
175.004,1.081,4.402,0.0
175.109,1.049,5.422,0.0
175.213,1.077,5.05,0.0
175.318,1.048,4.462,0.0
175.422,1.077,5.498,0.0
175.527,1.076,4.514,0.0
175.631,1.107,5.5,0.0
175.736,1.076,5.212,0.0
175.839,1.078,5.066,0.0
175.943,1.104,4.394,0.0
176.048,1.078,5.456,0.0
176.152,1.107,5.23,0.0
176.257,1.105,4.386,0.0
176.361,1.103,5.458,0.0
176.466,1.078,4.532,0.0
176.57,1.102,5.488,0.0
176.675,1.084,5.22,0.0
176.779,1.103,4.396,0.0
176.883,1.079,4.744,0.0
176.988,1.047,5.574,0.0
177.092,1.079,5.258,0.0
177.197,1.05,4.422,0.0
177.301,1.077,5.46,0.0
177.406,1.076,4.522,0.0
177.51,1.108,4.958,0.0
177.614,1.078,5.474,0.0
177.718,1.106,4.522,0.0
177.822,1.104,5.502,0.0
177.927,1.103,4.52,0.0
