time,voltage,current,power,pwm,running,stop_reason
8.118,1.236,2.708,3.348,255,1,0
8.225,1.236,2.708,3.348,255,1,0
8.332,1.234,2.708,3.341,255,1,0
8.438,1.236,2.708,3.348,255,1,0
8.546,1.235,2.706,3.341,255,1,0
8.652,1.232,2.706,3.335,255,1,0
8.759,1.232,2.704,3.330,255,1,0
8.865,1.233,2.704,3.333,255,1,0
8.973,1.232,2.704,3.332,255,1,0
9.079,1.232,2.704,3.331,255,1,0
9.186,1.232,2.704,3.330,255,1,0
9.293,1.232,2.704,3.330,255,1,0
9.400,1.232,2.704,3.332,255,1,0
9.506,1.232,2.702,3.328,255,1,0
9.614,1.232,2.702,3.328,255,1,0
9.720,1.232,2.702,3.328,255,1,0
9.827,1.232,2.702,3.328,255,1,0
9.934,1.232,2.700,3.325,255,1,0
10.041,1.232,2.700,3.325,255,1,0
10.147,1.230,2.700,3.322,255,1,0
10.255,1.232,2.698,3.323,255,1,0
10.361,1.227,2.698,3.311,255,1,0
10.468,1.227,2.698,3.312,255,1,0
10.575,1.229,2.698,3.316,255,1,0
10.682,1.227,2.698,3.310,255,1,0
10.789,1.227,2.696,3.307,255,1,0
10.896,1.227,2.696,3.307,255,1,0
11.002,1.227,2.696,3.307,255,1,0
11.110,1.227,2.696,3.307,255,1,0
11.216,1.227,2.696,3.307,255,1,0
11.323,1.227,2.696,3.307,255,1,0
11.431,1.227,2.694,3.306,255,1,0
11.537,1.227,2.694,3.306,255,1,0
11.645,1.227,2.694,3.305,255,1,0
11.751,1.227,2.692,3.302,255,1,0
11.858,1.227,2.692,3.302,255,1,0
11.965,1.227,2.692,3.302,255,1,0
12.072,1.225,2.692,3.298,255,1,0
12.178,1.224,2.690,3.291,255,1,0
12.286,1.224,2.690,3.293,255,1,0
12.392,1.223,2.690,3.291,255,1,0
12.500,1.222,2.690,3.287,255,1,0
12.606,1.224,2.688,3.291,255,1,0
12.713,1.223,2.688,3.287,255,1,0
12.820,1.222,2.688,3.284,255,1,0
12.927,1.224,2.688,3.290,255,1,0
13.033,1.223,2.688,3.286,255,1,0
13.141,1.223,2.686,3.284,255,1,0
13.247,1.222,2.688,3.284,255,1,0
13.355,1.222,2.688,3.286,255,1,0
13.461,1.223,2.686,3.285,255,1,0
13.568,1.222,2.686,3.282,255,1,0
13.675,1.224,2.686,3.287,255,1,0
13.782,1.222,2.686,3.281,255,1,0
13.889,1.222,2.684,3.280,255,1,0
13.996,1.223,2.684,3.282,255,1,0
14.102,1.221,2.684,3.278,255,1,0
14.210,1.222,2.682,3.276,255,1,0
14.316,1.222,2.682,3.277,255,1,0
14.423,1.222,2.682,3.276,255,1,0
14.530,1.220,2.682,3.271,255,1,0
14.637,1.222,2.682,3.277,255,1,0
14.744,1.218,2.680,3.265,255,1,0
14.851,1.220,2.680,3.270,255,1,0
14.957,1.220,2.680,3.269,255,1,0
15.065,1.218,2.680,3.265,255,1,0
15.171,1.217,2.680,3.262,255,1,0
15.278,1.217,2.680,3.262,255,1,0
15.385,1.218,2.680,3.264,255,1,0
15.492,1.217,2.678,3.259,255,1,0
15.599,1.217,2.678,3.260,255,1,0
15.706,1.217,2.678,3.259,255,1,0
15.812,1.218,2.678,3.263,255,1,0
15.920,1.217,2.678,3.259,255,1,0
16.026,1.218,2.678,3.262,255,1,0
16.133,1.217,2.676,3.257,255,1,0
16.240,1.217,2.676,3.257,255,1,0
16.347,1.217,2.676,3.257,255,1,0
16.454,1.217,2.676,3.257,255,1,0
16.561,1.216,2.676,3.253,255,1,0
16.667,1.216,2.674,3.252,255,1,0
16.775,1.217,2.674,3.254,255,1,0
16.881,1.217,2.674,3.254,255,1,0
16.989,1.217,2.676,3.257,255,1,0
17.095,1.217,2.674,3.255,255,1,0
17.202,1.217,2.674,3.253,255,1,0
17.309,1.216,2.674,3.252,255,1,0
17.416,1.214,2.674,3.246,255,1,0
