time,voltage,current,power,pwm,running,stop_reason
7.690,1.208,2.666,3.221,255,1,0
7.796,1.207,2.666,3.219,255,1,0
7.904,1.207,2.666,3.219,255,1,0
8.010,1.208,2.666,3.221,255,1,0
8.117,1.207,2.666,3.219,255,1,0
8.224,1.208,2.664,3.217,255,1,0
8.331,1.208,2.664,3.217,255,1,0
8.437,1.209,2.664,3.220,255,1,0
8.545,1.207,2.664,3.215,255,1,0
8.651,1.207,2.664,3.214,255,1,0
8.758,1.207,2.664,3.216,255,1,0
8.865,1.207,2.662,3.214,255,1,0
8.972,1.207,2.662,3.214,255,1,0
9.078,1.205,2.662,3.209,255,1,0
9.186,1.207,2.662,3.214,255,1,0
9.292,1.207,2.662,3.214,255,1,0
9.399,1.205,2.660,3.205,255,1,0
9.506,1.205,2.660,3.206,255,1,0
9.613,1.204,2.660,3.203,255,1,0
9.719,1.205,2.660,3.206,255,1,0
9.827,1.204,2.658,3.200,255,1,0
9.933,1.202,2.658,3.196,255,1,0
10.040,1.203,2.658,3.197,255,1,0
10.147,1.202,2.658,3.196,255,1,0
10.254,1.202,2.658,3.196,255,1,0
10.360,1.202,2.658,3.196,255,1,0
10.468,1.202,2.658,3.196,255,1,0
10.574,1.205,2.656,3.199,255,1,0
10.681,1.202,2.656,3.194,255,1,0
10.789,1.202,2.656,3.194,255,1,0
10.895,1.202,2.656,3.194,255,1,0
11.003,1.204,2.656,3.197,255,1,0
11.109,1.203,2.656,3.196,255,1,0
11.216,1.202,2.656,3.194,255,1,0
11.323,1.202,2.656,3.193,255,1,0
11.430,1.201,2.654,3.188,255,1,0
11.536,1.204,2.654,3.195,255,1,0
11.644,1.203,2.654,3.192,255,1,0
11.750,1.202,2.654,3.191,255,1,0
11.858,1.202,2.654,3.191,255,1,0
11.964,1.200,2.654,3.185,255,1,0
12.071,1.202,2.652,3.189,255,1,0
12.178,1.202,2.652,3.188,255,1,0
12.285,1.201,2.652,3.186,255,1,0
12.391,1.200,2.652,3.182,255,1,0
12.499,1.198,2.652,3.178,255,1,0
12.605,1.200,2.650,3.180,255,1,0
12.713,1.198,2.650,3.173,255,1,0
12.819,1.200,2.650,3.179,255,1,0
12.926,1.200,2.650,3.179,255,1,0
13.033,1.198,2.650,3.175,255,1,0
13.140,1.198,2.650,3.173,255,1,0
13.246,1.200,2.650,3.179,255,1,0
13.354,1.198,2.648,3.171,255,1,0
13.460,1.198,2.648,3.172,255,1,0
13.567,1.198,2.648,3.171,255,1,0
13.674,1.199,2.648,3.176,255,1,0
13.781,1.198,2.648,3.171,255,1,0
13.888,1.199,2.648,3.176,255,1,0
13.995,1.198,2.648,3.171,255,1,0
14.101,1.199,2.646,3.173,255,1,0
14.209,1.198,2.646,3.169,255,1,0
14.315,1.198,2.646,3.169,255,1,0
14.423,1.198,2.646,3.169,255,1,0
14.529,1.198,2.646,3.169,255,1,0
14.636,1.198,2.646,3.169,255,1,0
14.743,1.198,2.644,3.166,255,1,0
14.850,1.198,2.644,3.166,255,1,0
14.956,1.198,2.644,3.166,255,1,0
15.064,1.197,2.644,3.164,255,1,0
15.170,1.199,2.644,3.169,255,1,0
15.278,1.198,2.644,3.166,255,1,0
15.384,1.195,2.642,3.157,255,1,0
15.491,1.198,2.642,3.164,255,1,0
15.598,1.196,2.642,3.159,255,1,0
15.705,1.198,2.642,3.164,255,1,0
