ts,acs1,acs2,ci,ti,bi,si,rpm,torque,weight,brush_peak,growth_pct
1782217533.626545,515,497,30,30,16,21.374897986287692,18125,105.0,63.0,16,0
1782217533.8273463,516,496,31,31,15,21.38130700088631,18125,105.0,63.0,16,6.25
1782217533.9265673,516,496,31,31,15,21.38130700088631,18125,105.0,63.0,16,6.25
1782217534.0269442,517,495,32,32,14,21.38130700088631,18125,105.0,63.0,16,12.5
1782217534.127282,516,497,31,31,16,21.38130700088631,18125,105.0,63.0,16,0
1782217534.2267795,516,496,31,31,15,21.38130700088631,18125,105.0,63.0,16,6.25
1782217534.3274639,516,495,31,31,14,21.375321940245755,18125,105.0,63.0,16,12.5
1782217534.427461,516,496,31,31,15,21.375321940245755,18125,105.0,63.0,16,6.25
1782217534.5268242,516,497,31,31,16,21.375321940245755,18125,105.0,63.0,16,0
1782217534.6271386,515,496,30,30,15,21.36892754416003,18125,105.0,63.0,16,6.25
1782217534.7275412,515,496,30,30,15,21.356606549988356,18125,105.0,63.0,16,6.25
1782217534.8268359,516,496,31,31,15,21.356606549988356,18125,105.0,63.0,16,6.25
1782217534.9270444,516,495,31,31,14,21.356606549988356,18125,105.0,63.0,16,12.5
1782217535.02743,516,496,31,31,15,21.356606549988356,18125,105.0,63.0,16,6.25
1782217535.1266994,516,496,31,31,15,21.356606549988356,18125,105.0,63.0,16,6.25
1782217535.2269962,516,495,31,31,14,21.356606549988356,18125,105.0,63.0,16,12.5
1782217535.3274164,516,497,31,31,16,21.362971684948434,18125,105.0,63.0,16,0
1782217535.527024,515,495,30,30,14,21.356606549988356,18125,105.0,63.0,16,12.5
1782217535.6274385,515,497,30,30,16,21.350256057491052,18125,105.0,63.0,16,0
1782217535.72672,516,496,31,31,15,21.350256057491052,18125,105.0,63.0,16,6.25
1782217535.8270705,516,496,31,31,15,21.350256057491052,18125,105.0,63.0,16,6.25
1782217535.9274373,516,497,31,31,16,99.50111234843014,18125,105.0,63.0,16,0
1782217536.0267172,517,496,32,32,15,99.46148351928655,18125,105.0,63.0,16,6.25
1782217536.1271179,515,496,30,30,15,99.43825668178825,18125,105.0,63.0,16,6.25
1782217536.2264163,517,496,32,32,15,99.40278423776104,18125,105.0,63.0,16,6.25
1782217536.3268278,515,495,30,30,14,99.41785836011424,18125,105.0,63.0,16,12.5
1782217536.4271903,517,496,32,32,15,99.38175876696695,18125,105.0,63.0,16,6.25
1782217536.526621,516,495,31,31,14,99.38175876696695,18125,105.0,63.0,16,12.5
1782217536.6269302,516,495,31,31,14,99.40278423776104,18125,105.0,63.0,16,12.5
1782217536.7272713,516,494,31,31,13,99.40278423776104,18125,105.0,63.0,16,18.75
1782217536.8266194,516,496,31,31,15,99.42651164886382,18125,105.0,63.0,16,6.25
1782217536.9269753,517,496,32,32,15,99.39538809509277,18125,105.0,63.0,16,6.25
1782217537.0273366,516,496,31,31,15,99.39538809509277,18125,105.0,63.0,16,6.25
1782217537.126546,517,495,32,32,14,99.39538809509277,18125,105.0,63.0,16,12.5
1782217537.2263825,516,495,31,31,14,99.39538809509277,18125,105.0,63.0,16,12.5
1782217537.3267386,516,496,31,31,15,99.39538809509277,18125,105.0,63.0,16,6.25
1782217537.4261034,516,496,31,31,15,99.39538809509277,18125,105.0,63.0,16,6.25
1782217537.5264175,515,497,30,30,16,99.37106792452956,18125,105.0,63.0,16,0
1782217537.6267843,516,496,31,31,15,99.37106792452956,18125,105.0,63.0,16,6.25
1782217537.726146,517,496,32,32,15,99.36754446796633,18125,105.0,63.0,16,6.25
1782217537.8264067,516,496,31,31,15,99.39538809509277,18125,105.0,63.0,16,6.25
1782217537.926772,515,497,30,30,16,99.36754446796633,18125,105.0,63.0,16,0
1782217538.026154,517,496,32,32,15,99.34256390255614,18125,105.0,63.0,16,6.25
1782217538.1264553,516,496,31,31,15,99.34256390255614,18125,105.0,63.0,16,6.25
1782217538.2267804,516,496,31,31,15,99.34256390255614,18125,105.0,63.0,16,6.25
1782217538.3261826,516,496,31,31,15,99.34256390255614,18125,105.0,63.0,16,6.25
1782217538.4264624,516,495,31,31,14,99.34256390255614,18125,105.0,63.0,16,12.5
1782217538.526813,516,496,31,31,15,99.37106792452956,18125,105.0,63.0,16,6.25
1782217538.6261923,516,496,31,31,15,99.40278423776104,18125,105.0,63.0,16,6.25
1782217538.7265067,516,496,31,31,15,99.40278423776104,18125,105.0,63.0,16,6.25
1782217538.8268006,516,495,31,31,14,99.40278423776104,18125,105.0,63.0,16,12.5
1782217538.9261775,515,496,30,30,15,99.37106792452956,18125,105.0,63.0,16,6.25
1782217539.0264812,517,496,32,32,15,99.37106792452956,18125,105.0,63.0,16,6.25
1782217539.126854,516,496,31,31,15,99.40278423776104,18125,105.0,63.0,16,6.25
1782217539.2261653,517,495,32,32,14,99.40278423776104,18125,105.0,63.0,16,12.5
1782217539.3266964,518,496,33,33,15,99.34680273525782,18125,105.0,63.0,16,6.25
1782217539.4259675,516,496,31,31,15,99.36316756084857,18125,105.0,63.0,16,6.25
1782217539.526409,516,496,31,31,15,99.36316756084857,18125,105.0,63.0,16,6.25
1782217539.6267338,517,496,32,32,15,99.34680273525782,18125,105.0,63.0,16,6.25
1782217539.7260892,517,496,32,32,15,99.3325005201833,18125,105.0,63.0,16,6.25
1782217539.8264134,516,497,31,31,16,99.3325005201833,18125,105.0,63.0,16,0
1782217539.9267566,515,496,30,30,15,99.31281572906373,18125,105.0,63.0,16,6.25
1782217540.0260668,516,497,31,31,16,99.31281572906373,18125,105.0,63.0,16,0
1782217540.126425,516,496,31,31,15,99.33000829192527,18125,105.0,63.0,16,6.25
1782217540.226785,515,496,30,30,15,99.3,18125,105.0,63.0,16,6.25
1782217540.3261058,517,496,32,32,15,99.2819780257154,18125,105.0,63.0,16,6.25
1782217540.4264503,516,496,31,31,15,99.2819780257154,18125,105.0,63.0,16,6.25
1782217540.5267708,516,496,31,31,15,99.31281572906373,18125,105.0,63.0,16,6.25
1782217540.6260917,516,496,31,31,15,99.31281572906373,18125,105.0,63.0,16,6.25
1782217540.7264485,516,496,31,31,15,99.33000829192527,18125,105.0,63.0,16,6.25
1782217540.8268201,516,496,31,31,15,99.33000829192527,18125,105.0,63.0,16,6.25
1782217540.9261348,516,496,31,31,15,99.36316756084857,18125,105.0,63.0,16,6.25
1782217541.02641,516,496,31,31,15,99.38175876696695,18125,105.0,63.0,16,6.25
1782217541.1267872,516,495,31,31,14,99.38175876696695,18125,105.0,63.0,16,12.5
1782217541.22613,516,496,31,31,15,99.38175876696695,18125,105.0,63.0,16,6.25
1782217541.326499,516,496,31,31,15,99.38175876696695,18125,105.0,63.0,16,6.25
1782217541.4272223,516,496,31,31,15,99.38175876696695,18125,105.0,63.0,16,6.25
1782217541.526543,516,496,31,31,15,99.38175876696695,18125,105.0,63.0,16,6.25
1782217541.626739,516,497,31,31,16,99.38175876696695,18125,105.0,63.0,16,0
1782217541.7270956,516,497,31,31,16,99.38175876696695,18125,105.0,63.0,16,0
1782217541.8263795,517,496,32,32,15,99.36316756084857,18125,105.0,63.0,16,6.25
1782217541.9267423,516,497,31,31,16,99.4,18125,105.0,63.0,16,0
1782217542.0271015,516,496,31,31,15,99.41785836011424,18125,105.0,63.0,16,6.25
1782217542.1264257,516,496,31,31,15,99.41785836011424,18125,105.0,63.0,16,6.25
1782217542.2267976,515,496,30,30,15,99.40278423776104,18125,105.0,63.0,16,6.25
1782217542.3272047,516,497,31,31,16,99.5181055901733,18125,105.0,63.0,16,0
1782217542.426435,516,496,31,31,15,99.5181055901733,18125,105.0,63.0,16,6.25
1782217542.5267887,517,496,32,32,15,99.48792361680876,18125,105.0,63.0,16,6.25
1782217542.6261053,516,496,31,31,15,99.5181055901733,18125,105.0,63.0,16,6.25
1782217542.7267985,516,496,31,31,15,99.55278640450004,18125,105.0,63.0,16,6.25
1782217542.8267837,515,496,30,30,15,99.5181055901733,18125,105.0,63.0,16,6.25
1782217542.9260602,517,496,32,32,15,99.5181055901733,18125,105.0,63.0,16,6.25
1782217543.0264425,517,496,32,32,15,99.48792361680876,18125,105.0,63.0,16,6.25
1782217543.126801,516,496,31,31,15,99.48792361680876,18125,105.0,63.0,16,6.25
1782217543.226048,516,497,31,31,16,99.52741843737473,18125,105.0,63.0,16,0
1782217543.326462,516,496,31,31,15,99.55778336128594,18125,105.0,63.0,16,6.25
1782217543.4267855,515,497,30,30,16,99.5181055901733,18125,105.0,63.0,16,0
1782217543.5261354,516,497,31,31,16,99.5181055901733,18125,105.0,63.0,16,0
1782217543.6267612,516,496,31,31,15,99.5181055901733,18125,105.0,63.0,16,6.25
1782217543.7269921,516,496,31,31,15,99.5181055901733,18125,105.0,63.0,16,6.25
1782217543.8262897,516,496,31,31,15,99.5181055901733,18125,105.0,63.0,16,6.25
1782217543.9266732,515,497,30,30,16,99.48360222050567,18125,105.0,63.0,16,0
1782217544.0270326,516,496,31,31,15,99.48360222050567,18125,105.0,63.0,16,6.25
1782217544.126265,517,496,32,32,15,99.45329268443811,18125,105.0,63.0,16,6.25
1782217544.2266665,516,497,31,31,16,99.45329268443811,18125,105.0,63.0,16,0
1782217544.3269658,517,496,32,32,15,99.42651164886382,18125,105.0,63.0,16,6.25
1782217544.4263856,516,496,31,31,15,99.42651164886382,18125,105.0,63.0,16,6.25
1782217544.5266163,516,496,31,31,15,99.42651164886382,18125,105.0,63.0,16,6.25
1782217544.6269805,515,496,30,30,15,99.39538809509277,18125,105.0,63.0,16,6.25
1782217544.7257872,516,497,31,31,16,99.39538809509277,18125,105.0,63.0,16,0
1782217544.8261542,516,496,31,31,15,99.42264973081038,18125,105.0,63.0,16,6.25
1782217544.9264529,516,495,31,31,14,99.42264973081038,18125,105.0,63.0,16,12.5
1782217545.0257578,518,496,33,33,15,99.32013073152096,18125,105.0,63.0,16,6.25
1782217545.1261542,516,496,31,31,15,99.32013073152096,18125,105.0,63.0,16,6.25
1782217545.2265205,516,496,31,31,15,99.34935929013523,18125,105.0,63.0,16,6.25
1782217545.3258374,516,496,31,31,15,99.34935929013523,18125,105.0,63.0,16,6.25
1782217545.4261627,515,496,30,30,15,99.32013073152096,18125,105.0,63.0,16,6.25
1782217545.5264993,516,497,31,31,16,99.34256390255614,18125,105.0,63.0,16,0
1782217545.6258078,516,491,31,31,10,99.34256390255614,18125,105.0,63.0,16,37.5
1782217545.7262006,515,495,30,30,14,99.31686994893603,18125,105.0,63.0,16,12.5
1782217545.8255124,516,495,31,31,14,99.34256390255614,18125,105.0,63.0,16,12.5
1782217545.9258592,515,496,30,30,15,99.34256390255614,18125,105.0,63.0,16,6.25
1782217546.0262635,515,496,30,30,15,99.34935929013523,18125,105.0,63.0,16,6.25
1782217546.1260726,505,503,20,20,22,97.93871668883463,18125,105.0,63.0,16,0
1782217546.2261999,507,507,22,22,26,97.43506551957192,18125,105.0,63.0,16,0
1782217546.3265405,508,487,23,23,6,97.13081505959929,18125,105.0,63.0,16,62.5
1782217546.425844,507,490,22,22,9,96.79427595282023,18125,105.0,63.0,16,43.75
1782217546.5262446,508,491,23,23,10,96.58744149419302,18125,105.0,63.0,16,37.5
1782217546.6265867,508,492,23,23,11,96.41221207117502,18125,105.0,63.0,16,31.25
1782217546.7265306,509,491,24,24,10,96.3127848509267,18125,105.0,63.0,16,37.5
1782217546.8267324,508,493,23,23,12,96.1848256192468,18125,105.0,63.0,16,25.0
1782217546.9270058,508,493,23,23,12,96.06144414509299,18125,105.0,63.0,16,25.0
1782217547.0263157,507,494,22,22,13,95.92787251891322,18125,105.0,63.0,16,18.75
1782217547.1266658,509,494,24,24,13,95.92787251891322,18125,105.0,63.0,16,18.75
1782217547.2269502,506,493,21,21,12,95.7910149019561,18125,105.0,63.0,16,25.0
1782217547.3263662,507,495,22,22,14,95.76207597991659,18125,105.0,63.0,16,12.5
1782217547.4266796,508,494,23,23,13,95.75788312801785,18125,105.0,63.0,16,18.75
1782217547.5270371,508,495,23,23,14,95.7704741531835,18125,105.0,63.0,16,12.5
1782217547.6263638,508,496,23,23,15,95.76771666564936,18125,105.0,63.0,16,6.25
1782217547.7267218,508,495,23,23,14,95.8120543354899,18125,105.0,63.0,16,12.5
1782217547.8269668,509,495,24,24,14,95.89363637481748,18125,105.0,63.0,16,12.5
1782217547.9263716,506,495,21,21,14,95.91262105174151,18125,105.0,63.0,16,12.5
1782217548.0267243,509,495,24,24,14,96.14297178300876,18125,105.0,63.0,16,12.5
1782217548.127182,508,495,23,23,14,96.27187863812229,18125,105.0,63.0,16,12.5
1782217548.2266843,507,495,22,22,14,96.40432358395685,18125,105.0,63.0,16,12.5
1782217548.327004,508,494,23,23,13,96.58695313702128,18125,105.0,63.0,16,18.75
1782217548.427285,508,495,23,23,14,96.73724724265605,18125,105.0,63.0,16,12.5
1782217548.5265307,508,495,23,23,14,96.98356354469568,18125,105.0,63.0,16,12.5
1782217548.6268454,509,495,24,24,14,97.28052292608385,18125,105.0,63.0,16,12.5
1782217548.72721,508,495,23,23,14,97.54032522475023,18125,105.0,63.0,16,12.5
1782217548.8265746,509,495,24,24,14,97.96803324611625,18125,105.0,63.0,16,12.5
1782217548.9267402,509,495,24,24,14,98.38892720352072,18125,105.0,63.0,16,12.5
1782217549.0260742,508,495,23,23,14,99.0310372097501,18125,105.0,63.0,16,12.5
1782217549.1265655,508,496,23,23,15,99.18622962561776,18125,105.0,63.0,16,6.25
1782217549.2269912,509,495,24,24,14,99.18350341907228,18125,105.0,63.0,16,12.5
1782217549.3260803,507,495,22,22,14,99.1640042530677,18125,105.0,63.0,16,12.5
1782217549.426603,509,496,24,24,15,99.1640042530677,18125,105.0,63.0,16,6.25
1782217549.5268054,508,495,23,23,14,99.1640042530677,18125,105.0,63.0,16,12.5
1782217549.6261964,508,496,23,23,15,99.1640042530677,18125,105.0,63.0,16,6.25
1782217549.7265465,508,496,23,23,15,99.18350341907228,18125,105.0,63.0,16,6.25
1782217549.8268042,506,495,21,21,14,99.10806078931603,18125,105.0,63.0,16,12.5
1782217549.9261098,509,495,24,24,14,99.08773785443974,18125,105.0,63.0,16,12.5
1782217550.026499,507,496,22,22,15,99.08773785443974,18125,105.0,63.0,16,6.25
1782217550.1269176,509,496,24,24,15,99.08773785443974,18125,105.0,63.0,16,6.25
1782217550.2263422,507,496,22,22,15,99.14365116142233,18125,105.0,63.0,16,6.25
1782217550.326707,508,496,23,23,15,99.1640042530677,18125,105.0,63.0,16,6.25
1782217550.427029,508,497,23,23,16,99.1640042530677,18125,105.0,63.0,16,0
1782217550.526172,508,496,23,23,15,99.1640042530677,18125,105.0,63.0,16,6.25
1782217550.6267464,508,495,23,23,14,99.1640042530677,18125,105.0,63.0,16,12.5
1782217550.727113,508,496,23,23,15,99.1640042530677,18125,105.0,63.0,16,6.25
1782217550.8262162,507,496,22,22,15,99.1640042530677,18125,105.0,63.0,16,6.25
1782217550.92656,508,496,23,23,15,99.24796572182143,18125,105.0,63.0,16,6.25
1782217551.0271,509,495,24,24,14,99.24796572182143,18125,105.0,63.0,16,12.5
1782217551.1264355,508,497,23,23,16,99.24796572182143,18125,105.0,63.0,16,0
1782217551.2267516,508,496,23,23,15,99.27275252569095,18125,105.0,63.0,16,6.25
1782217551.3270962,509,496,24,24,15,99.25389902381335,18125,105.0,63.0,16,6.25
1782217551.4262288,507,495,22,22,14,99.22827753981399,18125,105.0,63.0,16,12.5
1782217551.5266612,508,495,23,23,14,99.22827753981399,18125,105.0,63.0,16,12.5
1782217551.6268954,509,496,24,24,15,99.22827753981399,18125,105.0,63.0,16,6.25
1782217551.7262998,507,496,22,22,15,99.20487597054156,18125,105.0,63.0,16,6.25
1782217551.8265977,507,495,22,22,14,99.20487597054156,18125,105.0,63.0,16,12.5
1782217551.9269626,508,496,23,23,15,99.22827753981399,18125,105.0,63.0,16,6.25
1782217552.0265028,508,495,23,23,14,99.22827753981399,18125,105.0,63.0,16,12.5
1782217552.126696,508,495,23,23,14,99.22827753981399,18125,105.0,63.0,16,12.5
1782217552.225498,508,496,23,23,15,99.25389902381335,18125,105.0,63.0,16,6.25
1782217552.325815,508,496,23,23,15,99.27275252569095,18125,105.0,63.0,16,6.25
1782217552.4261909,508,496,23,23,15,99.3,18125,105.0,63.0,16,6.25
1782217552.5259361,508,495,23,23,14,99.3,18125,105.0,63.0,16,12.5
1782217552.6262968,509,496,24,24,15,99.27275252569095,18125,105.0,63.0,16,6.25
1782217552.7265835,508,495,23,23,14,99.27275252569095,18125,105.0,63.0,16,12.5
1782217552.8259652,508,496,23,23,15,99.36754446796633,18125,105.0,63.0,16,6.25
1782217552.926322,507,495,22,22,14,99.37106792452956,18125,105.0,63.0,16,12.5
1782217553.0266585,507,496,22,22,15,99.37106792452956,18125,105.0,63.0,16,6.25
1782217553.1259902,507,495,22,22,14,99.38175876696695,18125,105.0,63.0,16,12.5
1782217553.2263608,508,496,23,23,15,99.40278423776104,18125,105.0,63.0,16,6.25
1782217553.3266408,508,496,23,23,15,99.40278423776104,18125,105.0,63.0,16,6.25
1782217553.4260423,508,496,23,23,15,99.40278423776104,18125,105.0,63.0,16,6.25
1782217553.5262952,508,496,23,23,15,99.40278423776104,18125,105.0,63.0,16,6.25
1782217553.6266804,509,496,24,24,15,99.37106792452956,18125,105.0,63.0,16,6.25
1782217553.7260263,507,496,22,22,15,99.34935929013523,18125,105.0,63.0,16,6.25
1782217553.8263862,507,495,22,22,14,99.34935929013523,18125,105.0,63.0,16,12.5
1782217553.926698,507,496,22,22,15,99.33000829192527,18125,105.0,63.0,16,6.25
1782217554.0262842,508,495,23,23,14,99.36316756084857,18125,105.0,63.0,16,12.5
1782217554.1264067,508,496,23,23,15,99.36316756084857,18125,105.0,63.0,16,6.25
1782217554.2268934,508,496,23,23,15,99.36316756084857,18125,105.0,63.0,16,6.25
1782217554.3262393,508,496,23,23,15,99.4,18125,105.0,63.0,16,6.25
1782217554.4265485,507,497,22,22,16,99.4,18125,105.0,63.0,16,0
1782217554.526956,508,496,23,23,15,99.4,18125,105.0,63.0,16,6.25
1782217554.6262145,508,496,23,23,15,99.44123151285866,18125,105.0,63.0,16,6.25
1782217554.726644,508,495,23,23,14,99.45839743969094,18125,105.0,63.0,16,12.5
1782217554.8269165,508,496,23,23,15,99.47825080525006,18125,105.0,63.0,16,6.25
1782217554.926241,508,497,23,23,16,99.47825080525006,18125,105.0,63.0,16,0
1782217555.0266316,507,496,22,22,15,99.45839743969094,18125,105.0,63.0,16,6.25
1782217555.1267111,509,495,24,24,14,99.41785836011424,18125,105.0,63.0,16,12.5
1782217555.226098,506,496,21,21,15,99.3325005201833,18125,105.0,63.0,16,6.25
1782217555.3265088,508,496,23,23,15,99.3325005201833,18125,105.0,63.0,16,6.25
1782217555.4256573,509,496,24,24,15,99.29762308314315,18125,105.0,63.0,16,6.25
1782217555.5261106,507,496,22,22,15,99.2843029815472,18125,105.0,63.0,16,6.25
1782217555.6264672,508,496,23,23,15,99.32013073152096,18125,105.0,63.0,16,6.25
1782217555.7258058,509,495,24,24,14,99.2843029815472,18125,105.0,63.0,16,12.5
1782217555.826219,508,496,23,23,15,99.2843029815472,18125,105.0,63.0,16,6.25
1782217555.926575,508,496,23,23,15,99.29762308314315,18125,105.0,63.0,16,6.25
1782217556.025735,508,496,23,23,15,99.31281572906373,18125,105.0,63.0,16,6.25
1782217556.1260667,509,496,24,24,15,99.3,18125,105.0,63.0,16,6.25
1782217556.226755,508,496,23,23,15,99.3,18125,105.0,63.0,16,6.25
1782217556.3258812,507,496,22,22,15,99.2819780257154,18125,105.0,63.0,16,6.25
1782217556.4260888,507,495,22,22,14,99.26590948181516,18125,105.0,63.0,16,12.5
1782217556.5265865,508,497,23,23,16,99.26590948181516,18125,105.0,63.0,16,0
1782217556.6257296,509,496,24,24,15,99.26590948181516,18125,105.0,63.0,16,6.25
1782217556.7271192,508,495,23,23,14,99.2819780257154,18125,105.0,63.0,16,12.5
1782217556.8265157,508,495,23,23,14,99.3,18125,105.0,63.0,16,12.5
1782217556.9257855,508,496,23,23,15,99.32013073152096,18125,105.0,63.0,16,6.25
1782217557.0263355,509,496,24,24,15,99.29367932998609,18125,105.0,63.0,16,6.25
1782217557.1264298,516,496,31,31,15,98.39410807060722,18125,105.0,63.0,16,6.25
1782217557.2259,516,496,31,31,15,97.87475491609399,18125,105.0,63.0,16,6.25
1782217557.3261034,516,496,31,31,15,97.48758637517183,18125,105.0,63.0,16,6.25
1782217557.4266586,515,497,30,30,16,97.27378976925435,18125,105.0,63.0,16,0
1782217557.5258675,517,496,32,32,15,96.93043615114098,18125,105.0,63.0,16,6.25
1782217557.626262,516,496,31,31,15,96.71772436664236,18125,105.0,63.0,16,6.25
1782217557.7264197,516,496,31,31,15,96.53846533713408,18125,105.0,63.0,16,6.25
1782217557.8258529,516,495,31,31,14,96.38767541756158,18125,105.0,63.0,16,12.5
1782217557.9262974,516,496,31,31,15,96.26190779496635,18125,105.0,63.0,16,6.25
1782217558.0266316,516,495,31,31,14,96.18642774641238,18125,105.0,63.0,16,12.5
1782217558.125747,516,496,31,31,15,96.08478750399306,18125,105.0,63.0,16,6.25
1782217558.2260425,516,496,31,31,15,96.09331058027104,18125,105.0,63.0,16,6.25
1782217558.3265488,516,496,31,31,15,96.05256764184334,18125,105.0,63.0,16,6.25
1782217558.4257138,515,495,30,30,14,96.03403367527044,18125,105.0,63.0,16,12.5
1782217558.5260468,516,496,31,31,15,96.06313717677529,18125,105.0,63.0,16,6.25
1782217558.6254103,516,496,31,31,15,96.0744427147219,18125,105.0,63.0,16,6.25
1782217558.7258763,516,495,31,31,14,96.06949254053768,18125,105.0,63.0,16,12.5
1782217558.8261333,516,497,31,31,16,96.11498605751108,18125,105.0,63.0,16,0
1782217558.925458,516,496,31,31,15,96.17958699149483,18125,105.0,63.0,16,6.25
1782217559.0258486,515,496,30,30,15,96.28381916478759,18125,105.0,63.0,16,6.25
1782217559.1262934,515,496,30,30,15,96.35994505535974,18125,105.0,63.0,16,6.25
1782217559.225643,516,496,31,31,15,96.48163548095299,18125,105.0,63.0,16,6.25
1782217559.3253446,516,495,31,31,14,96.69411299514202,18125,105.0,63.0,16,12.5
1782217559.4256818,516,497,31,31,16,96.9505920428895,18125,105.0,63.0,16,0
1782217559.5250406,516,495,31,31,14,97.17766841856674,18125,105.0,63.0,16,12.5
1782217559.6253545,516,496,31,31,15,97.37025561022453,18125,105.0,63.0,16,6.25
1782217559.7257366,515,496,30,30,15,97.7,18125,105.0,63.0,16,6.25
1782217559.825022,516,496,31,31,15,98.11173212823086,18125,105.0,63.0,16,6.25
1782217559.925354,516,496,31,31,15,98.69658568026553,18125,105.0,63.0,16,6.25
1782217560.0257113,516,496,31,31,15,99.57312505083782,18125,105.0,63.0,16,6.25
1782217560.1250238,516,496,31,31,15,99.57312505083782,18125,105.0,63.0,16,6.25
1782217560.2254038,517,496,32,32,15,99.52741843737473,18125,105.0,63.0,16,6.25
1782217560.3257403,516,496,31,31,15,99.52741843737473,18125,105.0,63.0,16,6.25
1782217560.425031,516,496,31,31,15,99.55778336128594,18125,105.0,63.0,16,6.25
1782217560.525393,517,497,32,32,16,99.55778336128594,18125,105.0,63.0,16,0
1782217560.6257467,516,496,31,31,15,99.55778336128594,18125,105.0,63.0,16,6.25
1782217560.7250311,517,496,32,32,15,99.5181055901733,18125,105.0,63.0,16,6.25
1782217560.8254504,516,496,31,31,15,99.5181055901733,18125,105.0,63.0,16,6.25
1782217560.925785,516,496,31,31,15,99.5181055901733,18125,105.0,63.0,16,6.25
1782217561.0251415,516,497,31,31,16,99.5181055901733,18125,105.0,63.0,16,0
1782217561.125423,516,496,31,31,15,99.5181055901733,18125,105.0,63.0,16,6.25
1782217561.225803,515,496,30,30,15,99.48792361680876,18125,105.0,63.0,16,6.25
