ts,acs1,acs2,ci,ti,bi,si,rpm,torque,score
1782175731.3069785,516,513,16,16,0,99.43825668178825,122343,24.9,529.7382566817882
1782175731.407397,515,514,15,15,1,99.41785836011424,130500,23.3,546.7478583601143
1782175731.5077355,516,515,16,16,2,99.41785836011424,122343,24.9,509.71785836011423
1782175731.6070466,515,514,15,15,1,99.4,130500,23.3,546.73
1782175731.7073722,515,515,15,15,2,99.38446048957935,130500,23.3,536.7144604895793
1782175731.8077374,516,514,16,16,1,99.38446048957935,122343,24.9,519.6844604895794
1782175731.9072564,516,514,16,16,1,99.38446048957935,242343,19.4,919.1344604895794
1782175732.0071502,516,513,16,16,0,99.42651164886382,242343,19.4,929.1765116488639
1782175732.1074579,515,514,15,15,1,99.46251615011343,258500,18.2,972.9491828167801
1782175732.2067206,515,513,15,15,0,99.51010205144337,258500,18.2,982.99676871811
1782175732.3071022,516,514,16,16,1,99.51010205144337,242343,19.4,919.2601020514434
1782175732.4074512,516,514,16,16,1,99.5181055901733,242343,19.4,919.2681055901733
1782175732.5067449,517,514,17,17,1,99.46251615011343,228088,20.6,871.8158494834466
1782175732.6071272,516,515,16,16,2,99.46251615011343,242343,19.4,909.2125161501134
1782175732.707507,517,514,17,17,1,99.41405347229177,228088,20.6,871.767386805625
1782175732.80678,516,513,16,16,0,99.41405347229177,242343,19.4,929.1640534722918
1782175732.90713,516,516,16,16,3,99.42651164886382,242343,19.4,909.1765116488639
1782175733.0075104,516,515,16,16,2,99.42651164886382,242343,19.4,915.8431783155305
1782175733.1068156,516,514,16,16,1,99.44123151285866,242343,19.4,922.524564846192
1782175733.2071695,515,514,15,15,1,99.42651164886382,258500,18.2,976.2465116488639
1782175733.307572,515,514,15,15,1,99.41405347229177,258500,18.2,976.2340534722919
1782175733.406823,516,514,16,16,1,99.42651164886382,242343,19.4,922.5098449821973
1782175733.5071702,516,515,16,16,2,99.44123151285866,242343,19.4,915.8578981795253
1782175733.607571,516,515,16,16,2,99.44123151285866,242343,19.4,915.8578981795253
1782175733.7068405,516,514,16,16,1,99.44123151285866,242343,19.4,922.524564846192
1782175733.8072066,516,514,16,16,1,99.44123151285866,242343,19.4,922.524564846192
1782175733.9065607,515,515,15,15,2,99.44123151285866,258500,18.2,969.5945648461919
1782175734.006869,517,514,17,17,1,99.4,228088,20.6,875.0866666666666
1782175734.1072,516,514,16,16,1,99.41785836011424,242343,19.4,922.5011916934476
1782175734.2065341,516,514,16,16,1,99.41785836011424,242343,19.4,922.5011916934476
1782175734.3068612,516,514,16,16,1,99.41785836011424,242343,19.4,922.5011916934476
1782175734.4072201,517,515,17,17,2,99.40278423776104,228088,20.6,868.4227842377609
1782175734.6068387,516,514,16,16,1,99.40278423776104,242343,19.4,922.4861175710944
1782175734.7071958,516,513,16,16,0,99.42651164886382,242343,19.4,929.1765116488639
1782175734.8065808,516,513,16,16,0,99.45329268443811,242343,19.4,929.2032926844381
1782175734.9068885,516,513,16,16,0,99.45329268443811,242343,19.4,929.2032926844381
1782175735.0072763,516,514,16,16,1,99.45329268443811,242343,19.4,922.5366260177715
1782175735.1065855,515,514,15,15,1,99.42651164886382,258500,18.2,976.2465116488639
1782175735.2072883,516,515,16,16,2,99.45329268443811,242343,19.4,915.8699593511047
1782175735.30765,516,515,16,16,2,99.48360222050567,242343,19.4,915.9002688871723
1782175735.4069514,517,513,17,17,0,99.45329268443811,228088,20.6,881.8066260177714
1782175735.507214,517,514,17,17,1,99.42651164886382,228088,20.6,875.1131783155305
1782175735.6075943,516,515,16,16,2,99.45329268443811,242343,19.4,915.8699593511047
1782175735.8074505,516,514,16,16,1,99.45329268443811,242343,19.4,922.5366260177715
1782175735.9078171,517,514,17,17,1,99.45329268443811,228088,20.6,875.1399593511047
1782175736.00716,517,515,17,17,2,99.42651164886382,228088,20.6,868.4465116488637
1782175736.107295,515,514,15,15,1,99.39538809509277,258500,18.2,976.2153880950929
1782175736.2077985,516,514,16,16,1,99.39538809509277,242343,19.4,922.4787214284262
1782175736.3071337,516,514,16,16,1,99.39538809509277,242343,19.4,922.4787214284262
1782175736.407488,516,513,16,16,0,99.42651164886382,242343,19.4,929.1765116488639
1782175736.5076687,516,515,16,16,2,99.46148351928655,242343,19.4,915.8781501859531
1782175736.6070359,516,513,16,16,0,99.46148351928655,242343,19.4,929.2114835192865
1782175736.7073593,517,513,17,17,0,99.43825668178825,228088,20.6,881.7915900151215
1782175736.807666,516,513,16,16,0,99.43825668178825,242343,19.4,929.1882566817883
1782175736.9069963,516,514,16,16,1,99.43825668178825,242343,19.4,922.5215900151217
1782175737.0073123,515,514,15,15,1,99.40278423776104,258500,18.2,976.2227842377611
1782175737.1090155,515,514,15,15,1,99.40278423776104,258500,18.2,976.2227842377611
1782175737.2070537,516,514,16,16,1,99.42651164886382,242343,19.4,922.5098449821973
1782175737.3073983,516,514,16,16,1,99.42651164886382,242343,19.4,922.5098449821973
1782175737.4068928,516,514,16,16,1,99.42651164886382,242343,19.4,922.5098449821973
1782175737.5557334,517,514,17,17,1,99.40278423776104,228088,20.6,875.0894509044276
1782175737.7538538,515,515,15,15,2,99.39538809509277,258500,18.2,969.5487214284261
1782175737.8540354,516,514,16,16,1,99.39538809509277,242343,19.4,922.4787214284262
1782175737.95434,516,514,16,16,1,99.39538809509277,242343,19.4,922.4787214284262
1782175738.0537066,517,514,17,17,1,99.37106792452956,228088,20.6,875.0577345911962
1782175738.15408,515,514,15,15,1,99.34256390255614,258500,18.2,976.1625639025561
1782175738.2542999,516,514,16,16,1,99.34256390255614,242343,19.4,922.4258972358895
1782175738.3537211,515,515,15,15,2,99.34256390255614,258500,18.2,969.4958972358894
1782175738.4540532,516,514,16,16,1,99.34256390255614,242343,19.4,922.4258972358895
1782175738.554553,516,514,16,16,1,99.34256390255614,242343,19.4,922.4258972358895
1782175738.6538413,516,514,16,16,1,99.36754446796633,242343,19.4,922.4508778012997
1782175738.7541525,516,513,16,16,0,99.39538809509277,242343,19.4,929.1453880950928
1782175738.8544705,516,514,16,16,1,99.39538809509277,242343,19.4,922.4787214284262
1782175738.9538436,516,514,16,16,1,99.39538809509277,242343,19.4,922.4787214284262
1782175739.0542347,516,514,16,16,1,99.42651164886382,242343,19.4,922.5098449821973
1782175739.154422,516,514,16,16,1,99.46148351928655,242343,19.4,922.5448168526199
1782175739.3550594,515,514,15,15,1,99.46148351928655,258500,18.2,976.2814835192866
1782175739.4544487,514,514,14,14,1,99.36316756084857,276964,17.0,1037.6098342275152
1782175739.6550603,516,514,16,16,1,99.36316756084857,242343,19.4,922.4465008941819
1782175739.754427,516,513,16,16,0,99.36316756084857,242343,19.4,929.1131675608485
1782175739.854762,516,514,16,16,1,99.36316756084857,242343,19.4,922.4465008941819
1782175740.0544894,515,514,15,15,1,99.34680273525782,258500,18.2,976.1668027352579
1782175740.1548402,515,514,15,15,1,99.37106792452956,258500,18.2,976.1910679245296
1782175740.3546526,516,514,16,16,1,99.37106792452956,242343,19.4,922.454401257863
1782175740.45504,515,514,15,15,1,99.35968757625672,258500,18.2,976.1796875762568
1782175740.555316,516,514,16,16,1,99.37106792452956,242343,19.4,922.454401257863
1782175740.8551378,51,513,449,449,0,22.22836849681842,8635,544.2,125.43170183015175
1782175741.25448,516,514,16,16,1,22.22836849681842,242343,19.4,845.3117018301518
1782175741.3548882,516,515,16,16,2,22.22836849681842,242343,19.4,838.6450351634851
1782175741.455254,516,515,16,16,2,22.22836849681842,242343,19.4,838.6450351634851
1782175741.5546148,516,514,16,16,1,22.222503968764272,242343,19.4,845.3058373020976
1782175741.6548634,517,514,17,17,1,22.234676393937917,228088,20.6,797.9213430606045
1782175741.7553172,516,514,16,16,1,22.234676393937917,242343,19.4,845.3180097272713
1782175741.8547223,516,514,16,16,1,22.234676393937917,242343,19.4,845.3180097272713
1782175741.9548962,516,515,16,16,2,22.228797103297936,242343,19.4,838.6454637699645
1782175742.055226,517,514,17,17,1,22.240999091923626,228088,20.6,797.9276657585903
1782175742.3543441,516,514,16,16,1,22.240999091923626,242343,19.4,845.324332425257
1782175742.4546335,517,513,17,17,0,22.25326016124177,228088,20.6,804.606593494575
1782175742.5549362,516,512,16,16,1,22.25326016124177,242343,19.4,845.3365934945751
1782175742.654218,515,512,15,15,1,22.24690788570956,258500,18.2,899.0669078857096
1782175742.7553174,411,166,89,89,347,21.592970836651247,43567,107.9,177.60630416998458
1782175742.855629,279,449,221,221,64,14.71745652114835,17545,267.9,116.30202904756527
1782175742.9549668,475,513,25,25,0,14.785082161500483,155100,30.3,554.8150821615004
1782175743.0551116,88,65,412,412,448,0,9411,499.4,81.31
1782175743.155798,382,489,118,118,24,0,32860,143.0,142.76190476190476
1782175743.355384,175,376,325,325,137,0,11930,393.9,93.04059523809524
1782175743.4558265,407,508,93,93,5,0,41693,112.7,170.0234523809524
1782175743.5551052,330,10,170,170,503,0,22808,206.1,96.63666666666667
1782175743.6554706,353,480,147,147,33,0,26377,178.2,124.43120609675282
1782175743.755821,441,508,59,59,5,0,65720,71.5,246.01785950960902
1782175743.8550582,80,255,420,420,258,0,9232,509.1,91.42488402915839
1782175744.1551986,286,434,214,214,79,0,18119,259.4,103.19551358515574
1782175744.4547584,375,493,125,125,20,0,31020,151.5,137.7547713717694
1782175744.5550275,444,507,56,56,6,0,69241,67.9,257.35476474486416
1782175744.6553454,485,513,15,15,0,0,258500,18.2,883.4866666666667
1782175744.7546794,411,508,89,89,5,0,43567,107.9,175.81452617627568
1782175744.8550167,459,517,41,41,4,0,94573,49.7,340.05428760768723
1782175744.9553595,490,512,10,10,1,0,387750,12.1,1313.6702385685885
1782175745.054667,424,509,76,76,4,0,51019,92.1,199.11428760768723
1782175745.1550403,468,513,32,32,0,0,121171,38.8,427.7833333333333
1782175745.2554586,493,516,7,7,3,0,553928,8.5,1867.157382372432
1782175745.3547187,446,513,54,54,0,0,71805,65.5,265.9
1782175745.4551103,482,510,18,18,3,0,215416,21.8,740.1140490390986
1782175745.5545044,435,507,65,65,6,0,59653,78.8,226.48476474486415
1782175745.6547372,470,512,30,30,1,0,129250,36.4,454.43357190192177
1782175745.755098,486,514,14,14,1,0,276964,17.0,944.8735719019219
1782175745.8544385,469,516,31,31,3,0,125080,37.6,440.5740490390987
1782175745.9547696,478,514,22,22,1,0,176250,26.7,610.1302385685884
1782175746.0552375,498,512,2,2,1,0,1938750,2.4,6482.700238568588
1782175746.154559,461,514,39,39,1,0,99423,47.3,356.1002385685885
1782175746.2550375,491,514,9,9,1,0,430833,10.9,1457.1602385685883
1782175746.454778,465,514,35,35,1,0,110785,42.4,393.48357190192183
1782175746.754904,482,513,18,18,0,0,215416,21.8,740.2333333333332
1782175746.8551147,495,511,5,5,2,5.001233926142206,775500,6.1,2610.531711063319
1782175746.9555542,357,123,143,143,390,4.545159019216484,27115,173.3,116.7515341020528
1782175747.0548031,492,513,8,8,0,15.462559248053353,484687,9.7,1652.0558925813866
1782175747.155329,500,411,0,0,102,14.72564538177052,38775000,0.1,129280.67997937779
1782175747.3550608,498,512,2,2,1,16.294272066429713,1938750,2.4,6498.994510635018
1782175747.455424,411,233,89,89,280,17.678435389018503,43567,107.9,182.5585679271232
1782175747.5556846,303,453,197,197,60,13.957219942635518,19682,238.8,121.05820072461034
1782175747.6548996,494,513,6,6,0,44.765590434947164,646250,7.3,2219.6622571016137
1782175747.7550132,280,88,220,220,425,44.158796574572285,17625,266.7,132.6801882246717
1782175747.855785,408,494,92,92,19,45.362558625060046,42146,111.5,216.24375809490763
1782175747.9548628,500,232,0,0,281,44.731875773140665,38775000,0.1,129303.56891354649
1782175748.0554404,173,381,327,327,132,25.474620281261082,11857,396.4,119.38944466827235
1782175748.4557128,469,510,31,31,3,25.6027106228549,125080,37.6,466.1767596619536
1782175748.55498,60,266,440,440,247,0,8812,533.3,92.88225977468522
1782175748.8550973,279,437,221,221,76,0,17545,267.9,102.251464546057
1782175748.9554462,423,508,77,77,5,0,50357,93.3,196.98785950960902
1782175749.0546172,123,73,377,377,440,0,10285,457.0,82.48830351225978
1782175749.1551476,404,491,96,96,22,0,40390,116.4,165.39858184227964
1782175749.3547337,188,372,312,312,141,0,12427,378.2,93.6369715043075
1782175749.4551055,415,506,85,85,7,0,45617,103.0,182.07833664678597
1782175749.5553865,450,513,50,50,0,0,77550,60.6,284.56
1782175749.6547284,357,469,143,143,44,0,27115,173.3,125.96383035122598
1782175749.7551663,434,510,66,66,3,0,58750,80.0,223.71404903909874
1782175749.8554852,479,513,21,21,0,0,184642,25.5,638.0233333333333
1782175749.9548361,402,500,98,98,13,0,39566,118.8,163.24976805831676
1782175750.0552106,467,511,33,33,2,0,117500,40.0,415.5871438038436
1782175750.1555228,471,512,29,29,1,0,133706,35.2,469.1669052352551
1782175750.2549038,447,509,53,53,4,0,73160,64.2,270.12762094102055
1782175750.355046,467,513,33,33,0,0,117500,40.0,415.6666666666667
1782175750.5547507,433,510,67,67,3,0,57873,81.2,220.9107157057654
1782175750.6551135,484,513,16,16,0,0,242343,19.4,829.75
1782175750.8549647,473,512,27,27,1,0,143611,32.7,501.93357190192177
1782175750.9552648,493,513,7,7,0,0,553928,8.5,1867.2766666666666
1782175751.1549013,472,513,28,28,0,0,138482,33.9,484.99666666666667
1782175751.2551486,496,514,4,4,1,0,969375,4.8,3251.6902385685885
1782175751.3554313,479,367,21,21,146,0,184642,25.5,632.2181643472499
1782175751.4548016,480,515,20,20,2,0,193875,24.2,668.5904771371769
1782175751.5551677,496,512,4,4,1,0,969375,4.8,3251.6902385685885
1782175751.6555295,384,163,116,116,350,0,33426,140.6,131.56349900596422
1782175751.7548642,491,509,9,9,4,0,430833,10.9,1457.0409542743537
1782175751.8551316,494,490,6,6,23,0,646250,7.3,2173.9821537442012
1782175751.9544585,482,510,18,18,3,0,215416,21.8,740.1140490390986
1782175752.0548642,501,513,1,1,0,0,3877500,1.2,12945.12
1782175752.155048,448,195,52,52,318,12.052919952457273,74567,63.0,274.26545143025714
1782175752.254406,493,515,7,7,2,16.027888227367086,553928,8.5,1883.2250320312107
1782175752.3548577,501,513,1,1,0,15.358796479886152,3877500,1.2,12960.478796479887
1782175752.5546494,488,509,12,12,4,38.81771316612771,323125,14.5,1137.192000773815
1782175752.6548874,503,260,3,3,253,38.9809137327599,1292500,3.6,4357.614604918976
1782175752.7552478,192,390,308,308,123,39.563476826232524,12589,373.3,133.96615409594756
1782175752.8546576,487,516,13,13,3,39.78626956139212,298269,15.8,1055.4769852671575
1782175752.9547322,237,72,263,263,441,27.900462322332928,14743,318.8,111.38900440318118
1782175753.0554063,376,481,124,124,32,28.646731757480865,31270,150.3,166.63769928564523
1782175753.1546543,501,503,1,1,10,28.220360361264937,3877500,1.2,12972.94274604715
1782175753.254966,176,303,324,324,210,12.847795973557467,11967,392.7,103.65789537713599
1782175753.355155,386,497,114,114,16,12.547638364904316,34013,138.2,159.10812212898648
1782175753.4544723,380,141,120,120,372,11.955509983746154,32312,145.5,139.42092416532333
1782175753.5548959,315,437,185,185,76,9.373041783608585,20959,224.2,118.63450632966557
1782175753.6554718,440,507,60,60,6,9.395830363301954,64625,72.7,251.84392844149946
1782175753.7551613,146,47,354,354,466,0,10953,429.1,80.89117296222665
1782175753.854886,373,493,127,127,20,0,30531,153.9,136.3647713717694
1782175753.9554791,454,507,46,46,6,0,84293,55.8,306.31809807819747
1782175754.0547328,198,368,302,302,145,0,12839,366.1,93.6412591119947
1782175754.2555006,470,512,30,30,1,0,129250,36.4,454.43357190192177
1782175754.3547294,352,476,148,148,37,0,26199,179.4,123.79882703777335
1782175754.4550848,437,511,63,63,2,0,61547,76.4,232.7171438038436
1782175754.5554333,475,513,25,25,0,0,155100,30.3,540.03
1782175754.6547656,410,501,90,90,12,0,43083,109.1,174.04286282306163
1782175754.7549686,465,511,35,35,2,0,110785,42.4,393.4438104705103
1782175754.8554761,490,512,10,10,1,0,387750,12.1,1313.6702385685885
1782175754.954731,424,509,76,76,4,0,51019,92.1,199.11428760768723
1782175755.0551624,470,512,30,30,1,0,129250,36.4,454.43357190192177
1782175755.1544116,366,487,134,134,26,0,28936,162.4,131.65953611663352
1782175755.2547462,469,512,31,31,1,0,125080,37.6,440.6535719019218
1782175755.3550828,482,513,18,18,0,0,215416,21.8,740.2333333333332
1782175755.4544413,439,505,61,61,8,0,63565,73.9,238.95524188204107
1782175755.5547886,463,512,37,37,1,0,104797,44.8,373.7635719019218
1782175755.6552062,484,513,16,16,0,0,242343,19.4,829.75
1782175755.754364,452,510,48,48,3,0,80781,58.2,294.9707157057654
1782175755.8546526,470,513,30,30,0,3.7838948569997086,129250,36.4,458.257228190333
1782175755.9549837,493,512,7,7,1,3.6030832673806117,553928,8.5,1870.8399885026356
1782175756.0542974,462,512,38,38,1,8.168003639496348,102039,46.1,372.86824220808484
1782175756.3543046,482,512,18,18,1,7.527685824951433,215416,21.8,747.7212577268731
1782175756.45468,493,512,7,7,1,7.70527883158455,553928,8.5,1874.9421840668397
1782175756.5550463,501,491,1,1,22,17.793153840111614,3877500,1.2,12962.038402349059
1782175756.6542954,478,512,22,22,1,17.575832832030798,176250,26.7,627.7060714006192
1782175756.7546604,493,512,7,7,1,17.260354793552025,553928,8.5,1884.4972600288072
1782175756.954348,495,512,5,5,1,19.425507206753764,775500,6.1,2624.9957457753426
1782175757.0547078,497,512,3,3,1,18.71921779685215,1292500,3.6,4347.372789698773
1782175757.1548665,134,68,366,366,445,17.260052641490702,10594,443.6,99.23954899669282
1782175757.2544425,491,513,9,9,0,17.685825440976856,430833,10.9,1474.8858254409768
1782175757.3548315,499,386,1,1,127,17.089365378539455,3877500,1.2,12957.159663589275
1782175757.455087,201,392,299,299,121,17.385332214349887,12968,362.4,112.04086568022133
1782175757.554392,500,513,0,0,0,16.902567227781745,38775000,0.1,129286.91256722777
1782175757.7551494,368,479,132,132,34,17.45486756392664,29375,160.0,150.01964556260126
1782175757.9549074,193,281,307,307,232,5.771430376274239,12630,372.1,95.85677828879909
1782175758.0551538,406,502,94,94,11,5.863007625411498,41250,113.9,174.31563187988468
1782175758.1542275,390,171,110,110,342,5.613583839857782,35250,133.3,142.84517429711428
1782175758.2545156,295,441,205,205,72,2.535841345537577,18914,248.5,107.56968495057403
1782175758.3537667,500,513,0,0,0,2.311856741294676,38775000,0.1,129272.32185674128
1782175758.4539406,266,97,234,234,416,0,16570,283.6,87.05257786613652
1782175758.554484,385,491,115,115,22,0,33717,139.4,145.4552485089463
1782175758.6537683,498,283,2,2,230,0,1938750,2.4,6473.594870775348
1782175758.754111,203,369,297,297,144,0,13055,360.0,93.79102054340623
1782175758.8545446,448,509,52,52,4,0,74567,63.0,274.69762094102055
1782175758.9537961,376,151,124,124,362,0,31270,150.3,124.86969516235918
1782175759.0544662,328,467,172,172,46,0,22543,208.5,114.16430748840293
1782175759.1548445,447,517,53,53,4,0,73160,64.2,270.12762094102055
1782175759.254198,117,206,383,383,307,0,10124,464.2,87.95990722332671
1782175759.354343,445,502,55,55,11,0,70500,66.7,261.23262425447314
1782175759.45463,455,507,45,45,6,0,86166,54.5,312.4314314115308
1782175759.554001,311,428,189,189,85,0,20515,229.1,107.91361166335321
1782175759.6543603,415,504,85,85,9,0,45617,103.0,181.9988137839629
1782175759.7546222,480,514,20,20,1,0,193875,24.2,668.6302385685884
1782175759.8539617,362,487,138,138,26,0,28097,167.3,129.35286944996687
1782175759.9543374,443,507,57,57,6,0,68026,69.1,253.42476474486415
1782175760.0545144,487,511,13,13,2,0,298269,15.8,1015.730477137177
1782175760.1540995,409,502,91,91,11,0,42609,110.3,172.62262425447318
1782175760.2543142,474,512,26,26,1,0,149134,31.5,520.2235719019218
1782175760.453987,430,508,70,70,5,0,55392,84.8,212.92119284294233
1782175760.5543256,470,507,30,30,6,0,129250,36.4,454.2347647448641
1782175760.6546757,491,513,9,9,0,0,430833,10.9,1457.1999999999998
1782175760.754104,458,509,42,42,4,2.583368976339571,92321,50.9,335.2509899173601
1782175760.8543615,478,516,22,22,3,3.2963519015153366,176250,26.7,613.3470676072807
1782175760.9547527,499,510,1,1,3,1.6375805728856818,3877500,1.2,12946.638296278652
1782175761.0540237,468,515,32,32,2,8.665304146416148,121171,38.8,436.36911461692637
1782175761.154383,483,514,17,17,1,7.675397524699733,228088,20.6,789.9889694266215
1782175761.254791,503,420,3,3,93,6.472131307175488,1292500,3.6,4331.467651519236
1782175761.354141,486,512,14,14,1,8.301890241219624,276964,17.0,953.1754621431415
1782175761.4543943,491,513,9,9,0,8.548737934715561,430833,10.9,1465.7487379347153
1782175761.5536952,461,515,39,39,2,12.89900498080786,99423,47.3,368.95948211798486
1782175761.6541715,491,510,9,9,3,12.505054114220087,430833,10.9,1469.5857698199852
1782175761.754498,503,513,3,3,0,12.530767314062558,1292500,3.6,4341.224100647395
1782175761.8537748,481,507,19,19,6,22.96713544063013,204078,23.0,725.2885668521609
1782175761.9540825,486,514,14,14,1,22.522806223020993,276964,17.0,967.3963781249429
1782175762.0543556,502,356,2,2,157,22.815545606644335,1938750,2.4,6499.313000875034
1782175762.153663,494,515,6,6,2,25.468246886161182,646250,7.3,2200.2853906900045
1782175762.254061,490,514,10,10,1,25.129586024325405,387750,12.1,1338.7998245929139
1782175762.35421,254,83,246,246,430,43.833738873867624,15762,298.2,129.0963233669094
1782175762.5540586,500,512,0,0,1,43.33167649480983,38775000,0.1,129313.30191506339
1782175762.6544213,198,268,302,302,245,26.580838105210347,12839,366.1,116.24595407605196
1782175762.7537086,493,513,7,7,0,30.873674414960476,553928,8.5,1898.1503410816272
1782175762.854079,404,154,96,96,359,30.63125103237529,40390,116.4,182.63023048896906
1782175762.954448,307,437,193,193,76,25.910714524823348,20090,233.9,133.24551240421368
1782175763.053794,502,512,2,2,1,27.244366388421696,1938750,2.4,6509.94460495701
1782175763.15411,324,131,176,176,382,23.60700293875098,22031,213.3,123.18480280621287
1782175763.254474,371,492,129,129,21,22.652953801999942,30058,156.4,157.65129707569113
1782175763.353755,501,422,1,1,91,22.40254156510308,3877500,1.2,12963.904251306654
1782175763.454506,166,364,334,334,149,7.450307642026402,11609,404.8,100.70252102837499
1782175763.5548537,445,507,55,55,6,7.458501801143882,70500,66.7,268.8899332126747
1782175763.653888,283,98,217,217,415,3.5242747860605306,17868,263.0,92.88328075027525
1782175763.754487,332,469,168,168,44,2.492416249355827,23080,203.6,118.0362466005818
1782175763.8547962,464,512,36,36,1,2.424411067339406,107708,43.6,385.7713163025945
1782175763.9541247,209,220,291,291,293,0,13324,352.7,88.0332339297548
1782175764.0546525,423,500,77,77,13,0,50357,93.3,196.66976805831678
1782175764.1549695,464,512,36,36,1,0,107708,43.6,383.3469052352551
1782175764.2543786,335,435,165,165,78,0,23500,200.0,115.23194168323393
1782175764.3546267,454,509,46,46,4,0,84293,55.8,306.39762094102053
1782175764.4550495,471,513,29,29,0,0,133706,35.2,469.20666666666665
1782175764.554285,364,487,136,136,26,0,28511,164.8,130.48286944996687
1782175764.6547036,443,512,57,57,1,0,68026,69.1,253.6235719019218
1782175764.754102,133,342,367,367,171,0,10565,444.8,92.8974618952949
