ts,acs1,acs2,ci,ti,bi,si,rpm,torque,score
1782175764.8543272,429,504,71,71,9,0,54612,86.1,210.2921471172962
1782175764.9546468,478,513,22,22,0,0,176250,26.7,610.17
1782175765.0538268,334,463,166,166,50,0,23358,201.2,115.99192842942345
1782175765.1541564,457,510,43,43,3,0,90174,52.1,325.67071570576536
1782175765.254497,468,513,32,32,0,0,121171,38.8,427.7833333333333
1782175765.35402,438,499,62,62,14,0,62540,75.2,235.43000662690525
1782175765.4542115,480,513,20,20,0,0,193875,24.2,668.67
1782175765.5545855,482,513,18,18,0,0,215416,21.8,740.2333333333332
1782175765.6538568,464,509,36,36,4,2.053098285062859,107708,43.6,385.28071922608336
1782175765.754386,481,513,19,19,0,2.421883145405559,204078,23.0,704.9818831454055
1782175765.8544476,492,512,8,8,1,0.934163305405832,484687,9.7,1637.4877352073277
1782175765.9538686,452,512,48,48,1,2.0388909368167276,80781,58.2,297.08912950540514
1782175766.054204,475,513,25,25,0,2.6863033506816407,155100,30.3,542.7163033506816
1782175766.15451,501,513,1,1,0,2.392025598997975,3877500,1.2,12947.512025598999
1782175766.2540517,469,513,31,31,0,2.0957326999708528,125080,37.6,442.78906603330415
1782175766.3544114,487,513,13,13,0,2.424906411067738,298269,15.8,1018.2349064110678
1782175766.4548144,496,512,4,4,1,12.765647694143894,969375,4.8,3264.4558862627323
1782175766.5539463,495,512,5,5,1,11.894955372073682,775500,6.1,2617.465193940662
1782175766.6543007,492,511,8,8,2,15.200235849384583,484687,9.7,1651.7140463198948
1782175766.7545884,503,394,3,3,119,16.523955532140846,1292500,3.6,4340.485678527501
1782175766.9544194,494,513,6,6,0,16.034233166128942,646250,7.3,2190.9308998327956
1782175767.054777,354,124,146,146,389,25.77586496144113,26558,177.0,136.53533480902234
1782175767.154163,484,512,16,16,1,25.52562707734812,242343,19.4,855.2358656459365
1782175767.254303,498,510,2,2,3,24.9938891378398,1938750,2.4,6507.614604843605
1782175767.3546388,231,284,269,269,229,17.856839061983436,14414,326.1,109.40813793540954
1782175767.4539723,489,513,11,11,0,17.461766435184714,352500,13.3,1213.7917664351846
1782175767.5543141,491,274,9,9,239,17.167746485911522,430833,10.9,1464.8647643785555
1782175767.6546283,338,444,162,162,69,16.195863268372406,23935,196.4,132.87565783431012
1782175767.7539477,502,514,2,2,1,15.638048334045223,1938750,2.4,6498.338286902634
1782175767.8543098,322,126,178,178,387,34.225773369131204,21783,215.8,133.02809941286878
1782175767.9535954,499,513,1,1,0,33.84728106704742,3877500,1.2,12978.967281067049
1782175768.0539765,501,298,1,1,215,33.49181336941378,3877500,1.2,12970.063105615935
1782175768.1543083,332,406,168,168,107,33.369501477676664,23080,203.6,146.4083616499762
1782175768.2536612,501,512,1,1,1,32.904669809789794,3877500,1.2,12977.98490837838
1782175768.3542035,387,141,113,113,372,31.801075277293904,34314,137.0,165.08982279220442
1782175768.4545321,355,470,145,145,43,29.569190769316805,26741,175.8,154.57611588528766
1782175768.7544801,454,503,46,46,10,29.771286340826222,84293,55.8,335.9303386933776
1782175768.853731,481,267,19,19,246,29.786167871122274,204078,23.0,722.5648557438857
1782175768.9541225,430,473,70,70,40,29.74475108577296,55392,84.8,241.2742938293117
1782175769.0544147,432,506,68,68,7,29.93836840165494,57022,82.4,247.97337171510756
1782175769.1537836,361,165,139,139,348,28.783428894673676,27895,168.5,144.7797840967943
1782175769.254096,408,487,92,92,26,28.53125003036486,42146,111.5,199.13411948033175
1782175769.3545904,477,514,23,23,1,28.499137534339255,168586,27.9,613.2027094362611
1782175769.5541532,456,507,44,44,6,29.23697607114606,88125,53.3,348.0784074826768
1782175769.654574,464,514,36,36,1,29.29922206934353,107708,43.6,412.6461273045986
1782175769.7539313,336,467,164,164,46,27.473001195723285,23643,198.8,144.33397535079285
1782175769.854197,481,501,19,19,12,27.84473531181372,204078,23.0,729.9275981348752
1782175769.954628,482,514,18,18,1,28.171276249987883,215416,21.8,768.3648481519095
1782175770.0537944,428,499,72,72,14,28.978712111555353,53854,87.3,236.66538540512724
1782175770.1541934,477,515,23,23,2,29.500977154131974,168586,27.9,614.1647876246423
1782175770.254564,487,509,13,13,4,29.69779519815897,298269,15.8,1045.348749472513
1782175770.3541117,437,512,63,63,1,31.16460051527106,61547,76.4,263.9215057505262
1782175770.4540985,486,512,14,14,1,31.11503147355812,276964,17.0,975.98860337548
1782175770.5545514,493,512,7,7,1,31.264597509321618,553928,8.5,1898.5015027445768
1782175770.654006,79,510,421,421,3,13.26646169637337,9210,510.3,114.87717740213878
1782175770.7543244,484,510,16,16,3,13.377953794147246,242343,19.4,843.0086694999127
1782175770.8545456,501,512,1,1,1,13.173679105930091,3877500,1.2,12958.25391767452
1782175770.9539099,466,509,34,34,4,14.60230942492909,114044,41.2,418.7099303659496
1782175771.0541728,497,516,3,3,3,14.627508984320826,1292500,3.6,4343.201558023419
1782175771.2539532,484,516,16,16,3,16.717215331004795,242343,19.4,846.3479310367702
1782175771.3541744,494,506,6,6,7,16.8338677371879,646250,7.3,2191.452204383974
1782175771.4535596,459,506,41,41,7,17.501885543432635,94573,49.7,357.4368888568853
1782175771.5538821,482,515,18,18,2,19.485370549473714,215416,21.8,759.6391810199839
1782175771.6541355,504,512,4,4,1,19.554600987861193,969375,4.8,3271.2448395564497
1782175771.753589,470,513,30,30,0,20.058875831438712,129250,36.4,474.532209164772
1782175771.8537867,498,514,2,2,1,21.283659750835582,1938750,2.4,6503.983898319424
1782175771.954139,497,499,3,3,14,20.82039403987919,1292500,3.6,4348.95706733345
1782175772.1539063,490,513,10,10,0,20.68921889175469,387750,12.1,1334.3992188917548
1782175772.2541711,401,152,99,99,361,20.263566113796585,39166,120.0,168.4630227075673
1782175772.3535955,497,511,3,3,2,19.90072825965686,1292500,3.6,4348.514538730166
1782175772.4538324,499,513,1,1,0,21.320311812175234,3877500,1.2,12966.440311812175
1782175772.5540621,300,96,200,200,417,16.827328206114885,19387,242.4,109.11014464083988
1782175772.6535594,494,512,6,6,1,16.60947962214837,646250,7.3,2191.466384857403
1782175772.7538762,504,303,4,4,210,16.26535961741999,969375,4.8,3259.6454590209987
1782175772.85424,156,364,344,344,149,0.5742879219755253,11271,417.0,93.91983464165745
1782175772.953561,497,513,3,3,0,2.262801349741977,1292500,3.6,4330.956134683075
1782175773.0538645,391,140,109,109,373,1.8737547849710126,35573,132.1,138.82940753513665
1782175773.154258,422,481,78,78,32,1.9920411395074495,49711,94.5,195.8730086676718
1782175773.2536688,504,514,4,4,1,1.6303795767096574,969375,4.8,3253.3206181452983
1782175773.3538742,183,259,317,317,254,0,12231,384.2,89.09059642147118
1782175773.4542246,421,501,79,79,12,0,49082,95.8,192.7095294897283
1782175773.5536354,435,334,65,65,179,0,59653,78.8,219.60603711066932
1782175773.7542763,478,510,22,22,3,0,176250,26.7,610.0507157057654
1782175773.8534684,237,82,263,263,431,0,14743,318.8,83.88615639496356
1782175773.9606144,370,487,130,130,26,5.710675754533767,29826,157.6,139.85687853783398
1782175774.0545542,486,512,14,14,1,5.676272573887559,276964,17.0,950.5498444758094
1782175774.1539307,159,341,341,341,172,0,11370,413.3,92.39103379721669
1782175774.2541604,507,513,7,7,0,0,553928,8.5,1867.2766666666666
1782175774.353414,506,513,6,6,0,0,646250,7.3,2174.8966666666665
1782175774.4534295,508,512,8,8,1,0,484687,9.7,1636.5535719019217
1782175774.5538085,505,512,5,5,1,0,775500,6.1,2605.5702385685886
1782175774.6531322,506,513,6,6,0,0,646250,7.3,2174.8966666666665
1782175774.7534385,506,512,6,6,1,0,646250,7.3,2174.856905235255
1782175774.8538084,507,514,7,7,1,0,553928,8.5,1867.236905235255
1782175774.9531462,507,513,7,7,0,0,553928,8.5,1867.2766666666666
1782175775.0534682,507,513,7,7,0,0,553928,8.5,1867.2766666666666
1782175775.153838,506,512,6,6,1,0,646250,7.3,2174.856905235255
1782175775.2531912,508,512,8,8,1,0,484687,9.7,1636.5535719019217
1782175775.35354,507,512,7,7,1,0,553928,8.5,1867.236905235255
1782175775.453855,507,512,7,7,1,0,553928,8.5,1867.236905235255
1782175775.553168,507,512,7,7,1,0,553928,8.5,1867.236905235255
1782175775.653748,507,513,7,7,0,0,553928,8.5,1867.2766666666666
1782175775.7543957,507,513,7,7,0,0,553928,8.5,1867.2766666666666
1782175775.8536644,505,513,5,5,0,0,775500,6.1,2605.61
1782175775.9538705,507,512,7,7,1,8.126989817465983,553928,8.5,1875.363895052721
1782175776.0540373,507,512,7,7,1,8.194595898595253,553928,8.5,1875.4315011338504
1782175776.1532915,506,512,6,6,1,8.478636373795212,646250,7.3,2183.3355416090503
1782175776.2537525,506,513,6,6,0,8.347613233478754,646250,7.3,2183.244279900145
1782175776.3540378,506,513,6,6,0,8.377319644339394,646250,7.3,2183.273986311006
1782175776.45335,507,512,7,7,1,23.26768028471386,553928,8.5,1890.504585519969
1782175776.5537236,506,512,6,6,1,23.527630262078745,646250,7.3,2198.3845354973337
1782175776.6541007,507,512,7,7,1,23.625447810005312,553928,8.5,1890.8623530452605
1782175776.7534423,506,513,6,6,0,23.50752397203442,646250,7.3,2198.404190638701
1782175776.853864,507,513,7,7,0,36.77745655227085,553928,8.5,1904.0541232189375
1782175776.9541783,506,512,6,6,1,39.99528722212266,646250,7.3,2214.8490354338533
1782175777.053461,507,513,7,7,0,39.96671293727491,553928,8.5,1907.2433796039415
1782175777.1538024,506,513,6,6,0,99.2843029815472,646250,7.3,2274.1809696482137
1782175777.2541363,508,513,8,8,0,99.24281222055997,484687,9.7,1735.8361455538932
1782175777.3535428,506,512,6,6,1,99.24281222055997,646250,7.3,2274.096560432291
1782175777.4538453,507,512,7,7,1,99.2843029815472,553928,8.5,1966.518051193278
1782175777.5531964,507,512,7,7,1,99.34256390255614,553928,8.5,1966.576312114287
1782175777.6534326,507,511,7,7,2,99.35021371034607,553928,8.5,1966.5410434671414
1782175777.753782,507,513,7,7,0,99.35968757625672,553928,8.5,1966.6363542429233
1782175777.853201,506,512,6,6,1,99.35021371034607,646250,7.3,2274.203961922077
1782175777.9535553,506,512,6,6,1,99.34256390255614,646250,7.3,2274.196312114287
1782175778.0537915,507,513,7,7,0,99.34256390255614,553928,8.5,1966.6192305692227
1782175778.1533322,506,512,6,6,1,99.34256390255614,646250,7.3,2274.196312114287
1782175778.2538474,506,513,6,6,0,99.38446048957935,646250,7.3,2274.281127156246
1782175778.3542178,506,513,6,6,0,99.38175876696695,646250,7.3,2274.2784254336334
1782175778.4535468,507,512,7,7,1,99.38175876696695,553928,8.5,1966.6155069786978
1782175778.5539095,506,513,6,6,0,99.38086081263312,646250,7.3,2274.2775274793
1782175778.654236,507,512,7,7,1,99.38086081263312,553928,8.5,1966.614609024364
1782175778.7552958,506,511,6,6,2,99.38175876696695,646250,7.3,2274.192588523762
1782175778.8538265,506,512,6,6,1,99.43726856612886,646250,7.3,2274.2910167778596
1782175778.954181,507,513,7,7,0,99.43726856612886,553928,8.5,1966.7139352327954
1782175779.053439,506,513,6,6,0,99.43825668178825,646250,7.3,2274.3349233484546
1782175779.1539323,507,512,7,7,1,99.43726856612886,553928,8.5,1966.6710167778597
1782175779.2541437,506,514,6,6,1,99.43726856612886,646250,7.3,2274.2910167778596
1782175779.3535337,507,512,7,7,1,99.43825668178825,553928,8.5,1966.6720048935192
1782175779.4538605,508,512,8,8,1,99.38446048957935,484687,9.7,1735.934875367977
1782175779.5541182,507,512,7,7,1,99.38898990733922,553928,8.5,1966.6227381190702
1782175779.653486,507,513,7,7,0,99.38898990733922,553928,8.5,1966.6656565740059
1782175779.7539325,507,513,7,7,0,99.39538809509277,553928,8.5,1966.6720547617595
1782175779.8541644,507,513,7,7,0,99.39538809509277,553928,8.5,1966.6720547617595
1782175779.9533834,507,511,7,7,2,99.40371520600006,553928,8.5,1966.5945449627955
1782175780.0537827,506,513,6,6,0,99.39538809509277,646250,7.3,2274.292054761759
1782175780.1541243,507,512,7,7,1,99.40371520600006,553928,8.5,1966.637463417731
1782175780.2536807,506,513,6,6,0,99.44622507580546,646250,7.3,2274.342891742472
1782175780.3539422,506,513,6,6,0,99.44622507580546,646250,7.3,2274.342891742472
1782175780.454143,507,513,7,7,0,99.44622507580546,553928,8.5,1966.722891742472
1782175780.5536695,507,513,7,7,0,99.44622507580546,553928,8.5,1966.722891742472
1782175780.6537712,506,512,6,6,1,99.44123151285866,646250,7.3,2274.2949797245897
1782175780.753263,507,512,7,7,1,99.44123151285866,553928,8.5,1966.6749797245895
1782175780.853437,507,513,7,7,0,99.44622507580546,553928,8.5,1966.722891742472
1782175780.9538193,507,512,7,7,1,99.45329268443811,553928,8.5,1966.687040896169
1782175781.0531528,507,513,7,7,0,99.45329268443811,553928,8.5,1966.7299593511048
1782175781.1535084,507,513,7,7,0,99.46251615011343,553928,8.5,1966.7391828167802
1782175781.2539597,506,513,6,6,0,99.46251615011343,646250,7.3,2274.35918281678
1782175781.3532295,506,513,6,6,0,99.46251615011343,646250,7.3,2274.35918281678
1782175781.4535582,506,513,6,6,0,99.45329268443811,646250,7.3,2274.3499593511046
1782175781.5539663,507,512,7,7,1,99.46251615011343,553928,8.5,1966.6962643618444
1782175781.6533804,507,513,7,7,0,99.46251615011343,553928,8.5,1966.7391828167802
1782175781.753588,506,513,6,6,0,99.46251615011343,646250,7.3,2274.35918281678
1782175781.8539143,507,512,7,7,1,99.47400887206469,553928,8.5,1966.7077570837955
1782175781.9532447,506,512,6,6,1,99.46251615011343,646250,7.3,2274.3162643618443
