ts,acs1,acs2,ci,ti,bi,si,rpm,torque,weight,brush_peak,growth_pct
1782310342.1575992,516,486,0,0,1,99.42651164886382,18125,105.0,63.0,2,50.0
1782310342.25686,518,486,2,2,1,99.40278423776104,18125,105.0,63.0,2,50.0
1782310342.3574367,518,485,2,2,0,99.38175876696695,18125,105.0,63.0,2,100
1782310342.4575894,517,486,1,1,1,99.38175876696695,18125,105.0,63.0,2,50.0
1782310342.5568886,517,487,1,1,2,99.41785836011424,18125,105.0,63.0,2,0
1782310342.657295,516,486,0,0,1,99.38175876696695,18125,105.0,63.0,2,50.0
1782310342.7575636,517,486,1,1,1,99.40278423776104,18125,105.0,63.0,2,50.0
1782310342.856896,517,485,1,1,0,99.40278423776104,18125,105.0,63.0,2,100
1782310342.9572744,517,486,1,1,1,99.40278423776104,18125,105.0,63.0,2,50.0
1782310343.0576534,517,485,1,1,0,99.40278423776104,18125,105.0,63.0,2,100
1782310343.1568935,517,487,1,1,2,99.40278423776104,18125,105.0,63.0,2,0
1782310343.2572057,517,486,1,1,1,99.40278423776104,18125,105.0,63.0,2,50.0
1782310343.357957,516,485,0,0,0,99.39538809509277,18125,105.0,63.0,2,100
1782310343.4569645,517,485,1,1,0,99.42264973081038,18125,105.0,63.0,2,100
1782310343.557237,517,485,1,1,0,99.42264973081038,18125,105.0,63.0,2,100
1782310343.6566114,517,487,1,1,2,99.42264973081038,18125,105.0,63.0,2,0
1782310343.756894,517,486,1,1,1,99.45329268443811,18125,105.0,63.0,2,50.0
1782310343.8573408,517,486,1,1,1,99.45329268443811,18125,105.0,63.0,2,50.0
1782310343.95687,517,486,1,1,1,99.45329268443811,18125,105.0,63.0,2,50.0
1782310344.0568724,517,485,1,1,0,99.48792361680876,18125,105.0,63.0,2,100
1782310344.1576004,517,486,1,1,1,99.52741843737473,18125,105.0,63.0,2,50.0
1782310344.25687,517,486,1,1,1,99.55778336128594,18125,105.0,63.0,2,50.0
1782310344.356981,517,486,1,1,1,99.55778336128594,18125,105.0,63.0,2,50.0
1782310344.4573572,517,486,1,1,1,99.55778336128594,18125,105.0,63.0,2,50.0
1782310344.5572002,517,486,1,1,1,99.55778336128594,18125,105.0,63.0,2,50.0
1782310344.65733,517,486,1,1,1,99.55778336128594,18125,105.0,63.0,2,50.0
1782310344.757527,517,486,1,1,1,99.55778336128594,18125,105.0,63.0,2,50.0
1782310344.856956,517,486,1,1,1,99.55778336128594,18125,105.0,63.0,2,50.0
1782310344.9572783,517,486,1,1,1,99.55778336128594,18125,105.0,63.0,2,50.0
1782310345.0575924,516,486,0,0,1,99.55778336128594,18125,105.0,63.0,2,50.0
1782310345.1570666,517,486,1,1,1,99.59311481280888,18125,105.0,63.0,2,50.0
1782310345.2570722,518,485,2,2,0,99.59311481280888,18125,105.0,63.0,2,100
1782310345.3573751,517,486,1,1,1,99.6409890128577,18125,105.0,63.0,2,50.0
1782310345.456749,517,486,1,1,1,99.6409890128577,18125,105.0,63.0,2,50.0
1782310345.55701,517,487,1,1,2,99.6409890128577,18125,105.0,63.0,2,0
1782310345.6574423,517,486,1,1,1,99.68553396226478,18125,105.0,63.0,2,50.0
1782310345.7568154,517,486,1,1,1,99.68553396226478,18125,105.0,63.0,2,50.0
1782310345.85708,517,486,1,1,1,99.68553396226478,18125,105.0,63.0,2,50.0
1782310345.9574628,516,486,0,0,1,99.6409890128577,18125,105.0,63.0,2,50.0
1782310346.0568795,517,487,1,1,2,99.6409890128577,18125,105.0,63.0,2,0
1782310346.1570675,517,487,1,1,2,99.6409890128577,18125,105.0,63.0,2,0
1782310346.2575076,517,487,1,1,2,99.6409890128577,18125,105.0,63.0,2,0
1782310346.3567455,518,487,2,2,2,99.63485162832988,18125,105.0,63.0,2,0
1782310346.4573276,517,485,1,1,0,99.63485162832988,18125,105.0,63.0,2,100
1782310346.5576453,517,487,1,1,2,99.63485162832988,18125,105.0,63.0,2,0
1782310346.6570241,517,487,1,1,2,99.63485162832988,18125,105.0,63.0,2,0
1782310346.7573082,516,486,0,0,1,99.59311481280888,18125,105.0,63.0,2,50.0
1782310346.8565934,517,486,1,1,1,99.59311481280888,18125,105.0,63.0,2,50.0
1782310346.9570074,517,486,1,1,1,99.59311481280888,18125,105.0,63.0,2,50.0
1782310347.0573184,517,487,1,1,2,99.59311481280888,18125,105.0,63.0,2,0
1782310347.1565995,517,486,1,1,1,99.59311481280888,18125,105.0,63.0,2,50.0
1782310347.2570062,517,485,1,1,0,99.59311481280888,18125,105.0,63.0,2,100
1782310347.357368,517,486,1,1,1,99.59311481280888,18125,105.0,63.0,2,50.0
1782310347.4565775,516,486,0,0,1,99.55778336128594,18125,105.0,63.0,2,50.0
1782310347.5568247,517,487,1,1,2,99.55778336128594,18125,105.0,63.0,2,0
1782310347.657273,517,487,1,1,2,99.55778336128594,18125,105.0,63.0,2,0
1782310347.7564933,518,485,2,2,0,99.5181055901733,18125,105.0,63.0,2,100
1782310347.8570983,517,486,1,1,1,99.5181055901733,18125,105.0,63.0,2,50.0
1782310347.9574287,517,486,1,1,1,99.5181055901733,18125,105.0,63.0,2,50.0
1782310348.0566392,517,486,1,1,1,99.55278640450004,18125,105.0,63.0,2,50.0
1782310348.1568913,517,486,1,1,1,99.55278640450004,18125,105.0,63.0,2,50.0
1782310348.257242,517,487,1,1,2,99.59311481280888,18125,105.0,63.0,2,0
1782310348.3564487,517,486,1,1,1,99.59311481280888,18125,105.0,63.0,2,50.0
1782310348.4568408,516,486,0,0,1,99.55778336128594,18125,105.0,63.0,2,50.0
1782310348.5572493,516,486,0,0,1,99.52741843737473,18125,105.0,63.0,2,50.0
1782310348.656533,517,486,1,1,1,99.52741843737473,18125,105.0,63.0,2,50.0
1782310348.7569215,518,486,2,2,1,99.48792361680876,18125,105.0,63.0,2,50.0
1782310348.85734,517,486,1,1,1,99.48792361680876,18125,105.0,63.0,2,50.0
1782310348.9564898,516,487,0,0,2,99.48792361680876,18125,105.0,63.0,2,0
1782310349.0568976,517,487,1,1,2,99.48792361680876,18125,105.0,63.0,2,0
1782310349.157263,518,487,2,2,2,99.45329268443811,18125,105.0,63.0,2,0
1782310349.2565928,517,486,1,1,1,99.45329268443811,18125,105.0,63.0,2,50.0
1782310349.3569345,517,487,1,1,2,99.48792361680876,18125,105.0,63.0,2,0
1782310349.457344,516,487,0,0,2,99.46148351928655,18125,105.0,63.0,2,0
1782310349.556606,517,486,1,1,1,99.46148351928655,18125,105.0,63.0,2,50.0
1782310349.6569495,518,487,2,2,2,99.42651164886382,18125,105.0,63.0,2,0
1782310349.7573044,517,486,1,1,1,99.45329268443811,19375,97.5,58.5,2,50.0
1782310349.8566217,517,486,1,1,1,99.45329268443811,19375,97.5,58.5,2,50.0
1782310349.956955,516,487,0,0,2,99.42651164886382,19375,97.5,58.5,2,0
1782310350.0562284,517,486,1,1,1,99.42651164886382,19375,97.5,58.5,2,50.0
1782310350.1566613,516,487,0,0,2,99.40278423776104,19375,97.5,58.5,2,0
1782310350.2570205,517,486,1,1,1,99.40278423776104,19375,97.5,58.5,2,50.0
1782310350.3563337,518,486,2,2,1,99.37106792452956,19375,97.5,58.5,2,50.0
1782310350.4570227,517,486,1,1,1,99.39538809509277,19375,97.5,58.5,2,50.0
1782310350.5572248,517,486,1,1,1,99.39538809509277,19375,97.5,58.5,2,50.0
1782310350.6563206,517,487,1,1,2,99.39538809509277,19375,97.5,58.5,2,0
1782310350.756994,518,486,2,2,1,99.39538809509277,19375,97.5,58.5,2,50.0
1782310350.8573232,517,487,1,1,2,99.39538809509277,19375,97.5,58.5,2,0
1782310350.9564703,517,487,1,1,2,99.39538809509277,19375,97.5,58.5,2,0
1782310351.0569363,517,487,1,1,2,99.39538809509277,19375,97.5,58.5,2,0
1782310351.157013,516,486,0,0,1,99.37106792452956,19375,97.5,58.5,2,50.0
1782310351.256422,517,486,1,1,1,99.37106792452956,19375,97.5,58.5,2,50.0
1782310351.3568,517,486,1,1,1,99.37106792452956,19375,97.5,58.5,2,50.0
1782310351.4571404,516,486,0,0,1,99.37106792452956,19375,97.5,58.5,2,50.0
1782310351.5563726,517,486,1,1,1,99.39538809509277,19375,97.5,58.5,2,50.0
1782310351.656827,517,486,1,1,1,99.39538809509277,19375,97.5,58.5,2,50.0
1782310351.7704673,517,486,1,1,1,99.42651164886382,19375,97.5,58.5,2,50.0
1782310351.8695664,517,486,1,1,1,99.42651164886382,19375,97.5,58.5,2,50.0
1782310351.9699354,517,487,1,1,2,99.45329268443811,19375,97.5,58.5,2,0
1782310352.0691805,516,486,0,0,1,99.42651164886382,19375,97.5,58.5,2,50.0
1782310352.169564,516,486,0,0,1,99.43825668178825,19375,97.5,58.5,2,50.0
1782310352.2699425,517,486,1,1,1,99.43825668178825,19375,97.5,58.5,2,50.0
1782310352.3693054,518,487,2,2,2,99.40278423776104,19375,97.5,58.5,2,0
1782310352.4698594,518,487,2,2,2,99.39538809509277,19375,97.5,58.5,2,0
1782310352.5701044,517,486,1,1,1,99.39538809509277,19375,97.5,58.5,2,50.0
1782310352.6693904,517,486,1,1,1,99.42651164886382,19375,97.5,58.5,2,50.0
1782310352.7696724,517,486,1,1,1,99.42651164886382,19375,97.5,58.5,2,50.0
1782310352.869971,517,486,1,1,1,99.42651164886382,19375,97.5,58.5,2,50.0
1782310352.9693522,517,486,1,1,1,99.45329268443811,19375,97.5,58.5,2,50.0
1782310353.0695918,516,486,0,0,1,99.42651164886382,19375,97.5,58.5,2,50.0
1782310353.170228,517,487,1,1,2,99.45329268443811,19375,97.5,58.5,2,0
1782310353.269518,517,486,1,1,1,99.45329268443811,19375,97.5,58.5,2,50.0
1782310353.3698766,516,486,0,0,1,99.46148351928655,19375,97.5,58.5,2,50.0
1782310353.470228,517,486,1,1,1,99.46148351928655,19375,97.5,58.5,2,50.0
1782310353.570518,517,487,1,1,2,99.46148351928655,19375,97.5,58.5,2,0
1782310353.6709595,516,487,0,0,2,99.43825668178825,19375,97.5,58.5,2,0
1782310353.7701898,516,486,0,0,1,99.45839743969094,19375,97.5,58.5,2,50.0
1782310353.870516,517,486,1,1,1,99.45839743969094,19375,97.5,58.5,2,50.0
1782310353.9707532,517,487,1,1,2,99.45839743969094,19375,97.5,58.5,2,0
1782310354.0700734,517,487,1,1,2,99.45839743969094,19375,97.5,58.5,2,0
1782310354.1702867,517,487,1,1,2,99.47825080525006,19375,97.5,58.5,2,0
1782310354.2707436,517,486,1,1,1,99.47825080525006,19375,97.5,58.5,2,50.0
1782310354.3702614,517,485,1,1,0,99.47825080525006,19375,97.5,58.5,2,100
1782310354.4706032,517,486,1,1,1,99.50111234843014,19375,97.5,58.5,2,50.0
1782310354.5710013,516,487,0,0,2,99.47825080525006,19375,97.5,58.5,2,0
1782310354.6702619,517,486,1,1,1,99.47825080525006,19375,97.5,58.5,2,50.0
1782310354.7706273,517,486,1,1,1,99.47825080525006,19375,97.5,58.5,2,50.0
1782310354.87104,517,487,1,1,2,99.47825080525006,19375,97.5,58.5,2,0
1782310354.9701273,516,486,0,0,1,99.45839743969094,19375,97.5,58.5,2,50.0
1782310355.070369,517,487,1,1,2,99.47825080525006,19375,97.5,58.5,2,0
1782310355.1708689,517,486,1,1,1,99.50111234843014,19375,97.5,58.5,2,50.0
1782310355.270127,517,487,1,1,2,99.50111234843014,19375,97.5,58.5,2,0
1782310355.370625,517,487,1,1,2,99.54661764970882,19375,97.5,58.5,2,0
1782310355.4709854,517,485,1,1,0,99.6,19375,97.5,58.5,2,100
1782310355.5702596,517,487,1,1,2,99.6,19375,97.5,58.5,2,0
1782310355.670579,517,486,1,1,1,99.6,19375,97.5,58.5,2,50.0
1782310355.771037,516,486,0,0,1,99.57704741531835,19375,97.5,58.5,2,50.0
1782310355.870312,517,487,1,1,2,99.57704741531835,19375,97.5,58.5,2,0
1782310355.9704633,517,487,1,1,2,99.57704741531835,19375,97.5,58.5,2,0
1782310356.0708604,517,487,1,1,2,99.6,19375,97.5,58.5,2,0
1782310356.1700985,517,487,1,1,2,99.6,19375,97.5,58.5,2,0
1782310356.270463,517,487,1,1,2,99.6,19375,97.5,58.5,2,0
1782310356.370816,517,485,1,1,0,99.62732200375004,19375,97.5,58.5,2,100
1782310356.4712434,517,495,1,1,10,99.62732200375004,19375,97.5,58.5,2,0
1782310356.5717025,516,496,0,0,11,99.6,19375,97.5,58.5,2,0
1782310356.6708312,517,478,1,1,7,99.62732200375004,19375,97.5,58.5,7,0
1782310356.7712572,516,482,0,0,3,99.62732200375004,19375,97.5,58.5,7,57.14285714285714
1782310356.8717453,517,482,1,1,3,99.62732200375004,19375,97.5,58.5,7,57.14285714285714
1782310356.9710362,517,484,1,1,1,99.62732200375004,19375,97.5,58.5,7,85.71428571428571
1782310357.0713513,516,485,0,0,0,99.6,19375,97.5,58.5,7,100
1782310357.171714,516,485,0,0,0,99.57704741531835,19375,97.5,58.5,7,100
1782310357.271068,516,486,0,0,1,99.55778336128594,19375,97.5,58.5,7,85.71428571428571
1782310357.3712363,516,486,0,0,1,99.54174243050441,19375,97.5,58.5,7,85.71428571428571
1782310357.4717667,516,486,0,0,1,99.52859547920897,19375,97.5,58.5,7,85.71428571428571
1782310357.571137,517,486,1,1,1,99.54174243050441,19375,97.5,58.5,7,85.71428571428571
1782310357.671463,517,488,1,1,3,99.54174243050441,19375,97.5,58.5,7,57.14285714285714
1782310357.7716312,518,487,2,2,2,99.48792361680876,19375,97.5,58.5,7,71.42857142857143
1782310357.8711348,516,487,0,0,2,99.47400887206469,19375,97.5,58.5,7,71.42857142857143
1782310357.9714386,516,489,0,0,4,99.47400887206469,19375,97.5,58.5,7,42.857142857142854
1782310358.0716033,517,487,1,1,2,99.47400887206469,19375,97.5,58.5,7,71.42857142857143
1782310358.1708648,517,487,1,1,2,99.47400887206469,19375,97.5,58.5,7,71.42857142857143
1782310358.2713366,518,488,2,2,3,99.42651164886382,19375,97.5,58.5,7,57.14285714285714
1782310358.371671,517,488,1,1,3,99.42651164886382,19375,97.5,58.5,7,57.14285714285714
1782310358.4710517,517,487,1,1,2,99.42651164886382,19375,97.5,58.5,7,71.42857142857143
1782310358.5714772,518,488,2,2,3,99.38446048957935,19375,97.5,58.5,7,57.14285714285714
1782310358.6718228,517,488,1,1,3,99.38446048957935,19375,97.5,58.5,7,57.14285714285714
1782310358.7709386,517,489,1,1,4,99.4,19375,97.5,58.5,7,42.857142857142854
1782310358.8714428,517,488,1,1,3,99.4,19375,97.5,58.5,7,57.14285714285714
1782310358.9718184,518,489,2,2,4,99.36316756084857,19375,97.5,58.5,7,42.857142857142854
1782310359.0711067,517,487,1,1,2,99.36316756084857,19375,97.5,58.5,7,71.42857142857143
1782310359.1714342,517,488,1,1,3,99.36316756084857,19375,97.5,58.5,7,57.14285714285714
1782310359.2718604,517,487,1,1,2,99.36316756084857,19375,97.5,58.5,7,71.42857142857143
1782310359.372178,517,488,1,1,3,99.36316756084857,19375,97.5,58.5,7,57.14285714285714
1782310359.4726253,517,488,1,1,3,99.36316756084857,19375,97.5,58.5,7,57.14285714285714
1782310359.57185,517,488,1,1,3,99.38175876696695,19375,97.5,58.5,7,57.14285714285714
1782310359.6722186,518,490,2,2,5,99.34935929013523,19375,97.5,58.5,7,28.57142857142857
